# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: Clear, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [M=-20.448979591836736, dM=0.004039351362401992]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z Clear johnson_B johnson_V johnson_R johnson_I ukirt_J ukirt_H ukirt_K
0.0 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736 -20.448979591836736
0.07537688442211055 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595 -20.44867511811595
0.1507537688442211 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517 -20.44837064439517
0.22613065326633164 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384 -20.448066170674384
0.3015075376884422 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536 -20.4477616969536
0.37688442211055273 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814 -20.447457223232814
0.4522613065326633 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032 -20.447152749512032
0.5276381909547738 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247 -20.446848275791247
0.6030150753768844 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046 -20.44654380207046
0.6783919597989949 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968 -20.44623932834968
0.7537688442211055 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895 -20.445934854628895
0.829145728643216 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811 -20.44563038090811
0.9045226130653266 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733 -20.44532590718733
0.9798994974874371 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543 -20.445021433466543
1.0552763819095476 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758 -20.444716959745758
1.1306532663316582 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973 -20.444412486024973
1.2060301507537687 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419 -20.44410801230419
1.2814070351758793 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406 -20.443803538583406
1.3567839195979898 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262 -20.44349906486262
1.4321608040201004 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184 -20.44319459114184
1.507537688442211 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054 -20.442890117421054
1.5829145728643215 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027 -20.44258564370027
1.658291457286432 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488 -20.442281169979488
1.7336683417085426 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703 -20.441976696258703
