# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [vej = 0.38655172413793104, mej = 0.0036174920645118385, Ye = 0.45, redshift = 0.0]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z PS1_y ukirt_J ukirt_H ukirt_K johnson_U johnson_B johnson_V johnson_R johnson_I Clear
0.100000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.150000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.200000 -13.783968 -14.451318 -14.695963 -14.738879 -14.703275 -14.649563 -14.439711 -14.081770 -13.696183 -13.877345 -14.293671 -14.615304 -14.712265 -14.696439 -14.701704
0.250000 -13.673029 -14.435456 -14.738239 -14.816587 -14.801772 -14.760676 -14.575299 -14.237728 -13.864751 -13.777919 -14.251580 -14.633467 -14.761430 -14.796989 -14.746252
0.300000 -13.471395 -14.345674 -14.717183 -14.837569 -14.847470 -14.821386 -14.665146 -14.351813 -13.993813 -13.589803 -14.130885 -14.583871 -14.748540 -14.845128 -14.727888
0.350000 -13.219218 -14.211118 -14.655242 -14.820226 -14.856408 -14.846307 -14.721113 -14.433600 -14.091531 -13.351817 -13.963765 -14.491733 -14.695251 -14.856665 -14.668799
0.400000 -12.949136 -14.052271 -14.565364 -14.772866 -14.834169 -14.839366 -14.743915 -14.481143 -14.154319 -13.095134 -13.774077 -14.373138 -14.613610 -14.836912 -14.581635
0.450000 -12.640545 -13.864282 -14.452431 -14.706378 -14.795191 -14.817165 -14.754375 -14.518784 -14.208694 -12.801053 -13.552607 -14.228915 -14.509664 -14.800660 -14.471663
0.500000 -12.322556 -13.662664 -14.323480 -14.622554 -14.738166 -14.776508 -14.745631 -14.536620 -14.242882 -12.497051 -13.318650 -14.069638 -14.389434 -14.746292 -14.345585
0.550000 -11.999540 -13.451897 -14.183000 -14.525862 -14.667542 -14.721831 -14.722092 -14.539044 -14.261273 -12.187515 -13.076662 -13.899797 -14.257407 -14.678256 -14.207889
0.600000 -11.635591 -13.214203 -14.024555 -14.416937 -14.588174 -14.660573 -14.696256 -14.542783 -14.283197 -11.838719 -12.803827 -13.708218 -14.108509 -14.601826 -14.052588
0.650000 -11.309000 -12.992495 -13.868814 -14.302530 -14.498493 -14.586066 -14.651480 -14.522870 -14.278573 -11.524708 -12.552911 -13.524876 -13.960730 -14.514604 -13.899469
0.700000 -10.940226 -12.744203 -13.696423 -14.177808 -14.402349 -14.507488 -14.607379 -14.507646 -14.281113 -11.170382 -12.271052 -13.320706 -13.797512 -14.421307 -13.730098
0.750000 -10.570602 -12.492481 -13.519085 -14.047290 -14.299962 -14.422419 -14.556362 -14.485207 -14.276262 -10.814891 -11.986470 -13.112207 -13.629176 -14.321725 -13.555723
0.800000 -10.149404 -12.208025 -13.321009 -13.903700 -14.189178 -14.331864 -14.505665 -14.468033 -14.279735 -10.410080 -11.663892 -12.877924 -13.441566 -14.214216 -13.361092
0.850000 -9.779998 -11.951861 -13.136453 -13.764394 -14.077171 -14.236715 -14.443799 -14.434223 -14.263221 -10.054242 -11.376149 -12.663340 -13.265695 -14.104936 -13.179394
0.900000 -9.295134 -11.624093 -12.908109 -13.598984 -13.949801 -14.132874 -14.386508 -14.416272 -14.269550 -9.588199 -11.004566 -12.393287 -13.049422 -13.981371 -12.955022
0.950000 -8.800479 -11.287356 -12.671397 -13.425693 -13.814921 -14.021792 -14.322623 -14.392395 -14.270406 -9.112459 -10.623778 -12.114598 -12.824865 -13.850336 -12.722310
1.000000 -8.297154 -10.942652 -12.427223 -13.245349 -13.673304 -13.904209 -14.252810 -14.363204 -14.266374 -8.628133 -10.234821 -11.828222 -12.592916 -13.712601 -12.482158
1.050000 -7.786149 -10.590859 -12.176382 -13.058680 -13.525630 -13.780768 -14.177648 -14.329224 -14.257949 -8.136196 -9.838607 -11.534992 -12.354360 -13.568838 -12.235359
1.100000 -7.268333 -10.232749 -11.919573 -12.866323 -13.372492 -13.652037 -14.097637 -14.290905 -14.245558 -7.637506 -9.435936 -11.235639 -12.109883 -13.419638 -11.982607
1.150000 -6.744470 -9.869000 -11.657409 -12.668841 -13.214415 -13.518511 -14.013219 -14.248638 -14.229564 -7.132819 -9.027511 -10.930807 -11.860090 -13.265521 -11.724512
1.200000 -6.215234 -9.500208 -11.390430 -12.466730 -13.051862 -13.380629 -13.924779 -14.202764 -14.210285 -6.622796 -8.613948 -10.621058 -11.605515 -13.106945 -11.461613
1.250000 -5.681214 -9.126895 -11.119112 -12.260428 -12.885242 -13.238781 -13.832658 -14.153583 -14.187997 -6.108022 -8.195791 -10.306891 -11.346625 -12.944317 -11.194383
1.300000 -5.142929 -8.749522 -10.843875 -12.050322 -12.714917 -13.093311 -13.737159 -14.101356 -14.162939 -5.589007 -7.773516 -9.988742 -11.083836 -12.777995 -10.923241
1.350000 -4.600835 -8.368495 -10.565088 -11.836755 -12.541208 -12.944524 -13.638550 -14.046317 -14.135324 -5.066200 -7.347543 -9.666998 -10.817512 -12.608301 -10.648554
1.400000 -4.055331 -7.984169 -10.283081 -11.620031 -12.364403 -12.792695 -13.537071 -13.988672 -14.105339 -4.539998 -6.918240 -9.341999 -10.547977 -12.435517 -10.370648
1.450000 -3.506770 -7.596860 -9.998141 -11.400421 -12.184757 -12.638065 -13.432937 -13.928605 -14.073149 -4.010747 -6.485933 -9.014045 -10.275518 -12.259898 -10.089814
1.500000 -2.955461 -7.206846 -9.710526 -11.178165 -12.002497 -12.480854 -13.326341 -13.866283 -14.038904 -3.478753 -6.050909 -8.683402 -10.000388 -12.081669 -9.806305
1.550000 -2.401677 -6.814373 -9.420464 -10.953478 -11.817827 -12.321258 -13.217455 -13.801852 -14.002735 -2.944286 -5.613422 -8.350307 -9.722813 -11.901034 -9.520351
1.600000 -1.845658 -6.419658 -9.128159 -10.726552 -11.630931 -12.159451 -13.106437 -13.735449 -13.964761 -2.407583 -5.173695 -8.014968 -9.442995 -11.718174 -9.232152
1.650000 -1.287617 -6.022896 -8.833791 -10.497558 -11.441972 -11.995592 -12.993429 -13.667193 -13.925091 -1.868856 -4.731927 -7.677573 -9.161112 -11.533253 -8.941891
1.700000 -0.727743 -5.624259 -8.537522 -10.266651 -11.251099 -11.829825 -12.878558 -13.597195 -13.883821 -1.328290 -4.288296 -7.338287 -8.877326 -11.346419 -8.649728
1.750000 -0.166201 -5.223900 -8.239498 -10.033969 -11.058445 -11.662279 -12.761942 -13.525557 -13.841041 -0.786050 -3.842958 -6.997260 -8.591780 -11.157803 -8.355807
1.800000 0.396858 -4.821957 -7.939847 -9.799638 -10.864131 -11.493071 -12.643688 -13.452370 -13.796831 -0.242284 -3.396054 -6.654625 -8.304604 -10.967526 -8.060260
1.850000 0.961304 -4.418552 -7.638689 -9.563769 -10.668266 -11.322308 -12.523894 -13.377719 -13.751266 0.302877 -2.947711 -6.310500 -8.015913 -10.775699 -7.763202
1.900000 1.527019 -4.013798 -7.336128 -9.326467 -10.470951 -11.150087 -12.402649 -13.301681 -13.704413 0.849316 -2.498039 -5.964996 -7.725814 -10.582419 -7.464740
1.950000 2.093895 -3.607792 -7.032261 -9.087824 -10.272276 -10.976498 -12.280036 -13.224329 -13.656336 1.396928 -2.047142 -5.618208 -7.434402 -10.387777 -7.164969
2.000000 2.661839 -3.200627 -6.727174 -8.847924 -10.072324 -10.801620 -12.156130 -13.145730 -13.607092 1.945619 -1.595110 -5.270225 -7.141763 -10.191857 -6.863977
2.050000 3.230765 -2.792382 -6.420947 -8.606846 -9.871171 -10.625530 -12.031001 -13.065944 -13.556737 2.495303 -1.142027 -4.921128 -6.847977 -9.994733 -6.561841
2.100000 3.800595 -2.383133 -6.113652 -8.364659 -9.668887 -10.448296 -11.904714 -12.985029 -13.505319 3.045904 -0.687967 -4.570990 -6.553115 -9.796476 -6.258636
2.150000 4.371260 -1.972947 -5.805355 -8.121429 -9.465535 -10.269981 -11.777329 -12.903038 -13.452886 3.597351 -0.232999 -4.219877 -6.257243 -9.597150 -5.954425
2.200000 4.942695 -1.561886 -5.496117 -7.877217 -9.261176 -10.090643 -11.648902 -12.820021 -13.399481 4.149581 0.222815 -3.867851 -5.960422 -9.396813 -5.649271
2.250000 5.514842 -1.150008 -5.185994 -7.632077 -9.055863 -9.910337 -11.519485 -12.736026 -13.345146 4.702536 0.679418 -3.514968 -5.662708 -9.195521 -5.343230
