# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: Clear, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [M=-12.36734693877551, dM=0.0047171489618058615]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z Clear johnson_B johnson_V johnson_R johnson_I ukirt_J ukirt_H ukirt_K
0.0 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551 -12.36734693877551
0.07537688442211055 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414 -12.366991374783414
0.1507537688442211 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319 -12.366635810791319
0.22613065326633164 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223 -12.366280246799223
0.3015075376884422 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126 -12.365924682807126
0.37688442211055273 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031 -12.365569118815031
0.4522613065326633 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935 -12.365213554822935
0.5276381909547738 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838 -12.364857990830838
0.6030150753768844 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742 -12.364502426838742
0.6783919597989949 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647 -12.364146862846647
0.7537688442211055 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455 -12.36379129885455
0.829145728643216 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454 -12.363435734862454
0.9045226130653266 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036 -12.36308017087036
0.9798994974874371 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263 -12.362724606878263
1.0552763819095476 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167 -12.362369042886167
1.1306532663316582 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072 -12.362013478894072
1.2060301507537687 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976 -12.361657914901976
1.2814070351758793 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988 -12.36130235090988
1.3567839195979898 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784 -12.360946786917784
1.4321608040201004 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688 -12.360591222925688
1.507537688442211 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592 -12.360235658933592
1.5829145728643215 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495 -12.359880094941495
1.658291457286432 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494 -12.3595245309494
1.7336683417085426 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304 -12.359168966957304
1.809045226130653 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207 -12.358813402965207
1.8844221105527637 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113 -12.358457838973113
1.9597989949748742 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016 -12.358102274981016
2.0351758793969847 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892 -12.35774671098892
