# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 4.339649880409358e-06, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1e-06,
#     p = 2.15, theta_obs = 0.29670597283903605, xiN = 1.0, z = 0.0, type = grb, E_kiso = 0.01]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.0102 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.0105 33.049 33.098 33.024 32.831 32.688 32.549 32.91 32.808 32.686 32.544 32.404 32.255 32.813 32.641 32.469 32.348 32.238 32.577 32.434 32.315 32.216 32.047 32.026 31.856 31.666
0.0107 32.486 32.535 32.46 32.267 32.125 31.986 32.347 32.245 32.122 31.981 31.84 31.692 32.25 32.077 31.905 31.785 31.674 32.014 31.871 31.751 31.652 31.484 31.462 31.293 31.103
0.011 31.922 31.972 31.897 31.704 31.561 31.422 31.783 31.681 31.559 31.417 31.277 31.128 31.687 31.514 31.342 31.221 31.111 31.45 31.308 31.188 31.089 30.92 30.899 30.729 30.539
0.0113 31.359 31.408 31.333 31.14 30.998 30.859 31.22 31.118 30.996 30.854 30.713 30.565 31.123 30.951 30.779 30.658 30.547 30.887 30.744 30.624 30.525 30.357 30.335 30.166 29.976
0.0115 30.795 30.845 30.77 30.577 30.435 30.296 30.656 30.555 30.432 30.29 30.15 30.001 30.56 30.387 30.215 30.095 29.984 30.323 30.181 30.061 29.962 29.794 29.772 29.603 29.412
0.0118 30.232 30.281 30.207 30.014 29.871 29.732 30.093 29.991 29.869 29.727 29.586 29.438 29.996 29.824 29.652 29.531 29.421 29.76 29.617 29.498 29.399 29.23 29.209 29.039 28.849
0.0121 29.669 29.718 29.643 29.45 29.308 29.169 29.53 29.428 29.305 29.164 29.023 28.875 29.433 29.26 29.088 28.968 28.857 29.197 29.054 28.934 28.835 28.667 28.645 28.476 28.285
0.0124 29.105 29.155 29.08 28.887 28.744 28.605 28.966 28.864 28.742 28.6 28.46 28.311 28.869 28.697 28.525 28.404 28.294 28.633 28.491 28.371 28.272 28.103 28.082 27.912 27.722
0.0127 28.542 28.591 28.516 28.323 28.181 28.042 28.403 28.301 28.179 28.037 27.896 27.748 28.306 28.134 27.962 27.841 27.73 28.07 27.927 27.807 27.708 27.54 27.518 27.349 27.159
0.013 28.035 28.084 28.009 27.816 27.674 27.535 27.896 27.794 27.671 27.53 27.389 27.241 27.799 27.626 27.454 27.334 27.223 27.563 27.42 27.3 27.201 27.033 27.011 26.842 26.652
0.0133 27.89 27.94 27.865 27.672 27.53 27.39 27.751 27.65 27.527 27.385 27.245 27.096 27.655 27.482 27.31 27.19 27.079 27.418 27.276 27.156 27.057 26.889 26.867 26.698 26.507
0.0136 27.746 27.796 27.721 27.528 27.385 27.246 27.607 27.505 27.383 27.241 27.101 26.952 27.51 27.338 27.166 27.045 26.935 27.274 27.131 27.012 26.913 26.744 26.723 26.553 26.363
0.014 27.602 27.651 27.576 27.383 27.241 27.102 27.463 27.361 27.239 27.097 26.956 26.808 27.366 27.193 27.022 26.901 26.79 27.13 26.987 26.867 26.768 26.6 26.578 26.409 26.219
