# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: PS1_w, datatype: float64}
# - {name: ATLAS_c, datatype: float64}
# - {name: ATLAS_o, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [E = 0.00043396498804093575, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1e-05,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 1.0]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y PS1_w ATLAS_c ATLAS_o ukirt_J ukirt_H ukirt_K Clear
0.01 1.152 1.202 1.127 0.934 0.791 0.652 1.013 0.911 0.789 0.647 0.507 0.358 0.916 0.744 0.572 0.451 0.341 0.68 0.537 0.418 0.319 0.15 0.574 0.669 0.517 0.129 -0.041 -0.231 0.484
0.0102 1.193 1.243 1.168 0.975 0.833 0.694 1.054 0.953 0.83 0.688 0.548 0.399 0.958 0.785 0.613 0.493 0.382 0.721 0.579 0.459 0.36 0.192 0.616 0.711 0.558 0.17 0.001 -0.19 0.525
0.0105 1.235 1.284 1.209 1.017 0.874 0.735 1.096 0.994 0.872 0.73 0.589 0.441 0.999 0.827 0.655 0.534 0.423 0.763 0.62 0.5 0.401 0.233 0.657 0.752 0.599 0.211 0.042 -0.148 0.567
0.0107 1.276 1.326 1.251 1.058 0.915 0.776 1.137 1.036 0.913 0.771 0.631 0.482 1.041 0.868 0.696 0.575 0.465 0.804 0.662 0.542 0.443 0.275 0.698 0.794 0.641 0.253 0.083 -0.107 0.608
0.011 1.318 1.367 1.292 1.099 0.957 0.818 1.179 1.077 0.954 0.813 0.672 0.524 1.082 0.909 0.737 0.617 0.506 0.846 0.703 0.583 0.484 0.316 0.74 0.835 0.682 0.294 0.125 -0.065 0.65
0.0113 1.346 1.395 1.32 1.128 0.985 0.846 1.207 1.105 0.983 0.841 0.7 0.552 1.11 0.938 0.766 0.645 0.534 0.874 0.731 0.611 0.512 0.344 0.768 0.863 0.71 0.322 0.153 -0.037 0.678
0.0115 1.364 1.414 1.339 1.146 1.004 0.865 1.225 1.124 1.001 0.859 0.719 0.57 1.129 0.956 0.784 0.664 0.553 0.892 0.75 0.63 0.531 0.363 0.787 0.882 0.729 0.341 0.172 -0.019 0.696
0.0118 1.383 1.432 1.358 1.165 1.022 0.883 1.244 1.142 1.02 0.878 0.737 0.589 1.147 0.975 0.803 0.682 0.571 0.911 0.768 0.648 0.549 0.381 0.805 0.9 0.747 0.359 0.19 -0.0 0.715
0.0121 1.401 1.451 1.376 1.183 1.041 0.902 1.262 1.161 1.038 0.896 0.756 0.607 1.166 0.993 0.821 0.701 0.59 0.929 0.787 0.667 0.568 0.4 0.824 0.919 0.766 0.378 0.209 0.018 0.733
0.0124 1.42 1.469 1.395 1.202 1.059 0.92 1.281 1.179 1.057 0.915 0.774 0.626 1.184 1.012 0.84 0.719 0.608 0.948 0.805 0.686 0.586 0.418 0.842 0.937 0.784 0.397 0.227 0.037 0.752
0.0127 1.438 1.488 1.413 1.22 1.078 0.939 1.299 1.198 1.075 0.933 0.793 0.644 1.203 1.03 0.858 0.738 0.627 0.966 0.824 0.704 0.605 0.437 0.861 0.956 0.803 0.415 0.246 0.055 0.77
0.013 1.457 1.506 1.432 1.239 1.096 0.957 1.318 1.216 1.094 0.952 0.811 0.663 1.221 1.049 0.877 0.756 0.645 0.985 0.842 0.723 0.624 0.455 0.879 0.974 0.821 0.434 0.264 0.074 0.789
0.0133 1.475 1.525 1.45 1.257 1.115 0.976 1.336 1.235 1.112 0.97 0.83 0.681 1.24 1.067 0.895 0.775 0.664 1.003 0.861 0.741 0.642 0.474 0.898 0.993 0.84 0.452 0.283 0.092 0.807
0.0136 1.494 1.543 1.469 1.276 1.133 0.994 1.355 1.253 1.131 0.989 0.848 0.7 1.258 1.086 0.914 0.793 0.683 1.022 0.879 0.76 0.661 0.492 0.916 1.011 0.859 0.471 0.301 0.111 0.826
0.014 1.513 1.562 1.487 1.294 1.152 1.013 1.373 1.272 1.149 1.007 0.867 0.718 1.277 1.104 0.932 0.812 0.701 1.04 0.898 0.778 0.679 0.511 0.935 1.03 0.877 0.489 0.32 0.129 0.844
0.0143 1.514 1.563 1.488 1.295 1.153 1.014 1.375 1.273 1.151 1.009 0.868 0.72 1.278 1.106 0.934 0.813 0.702 1.042 0.899 0.779 0.68 0.512 0.936 1.031 0.878 0.49 0.321 0.131 0.846
0.0146 1.514 1.563 1.488 1.295 1.153 1.014 1.374 1.273 1.15 1.009 0.868 0.719 1.278 1.105 0.933 0.813 0.702 1.041 0.899 0.779 0.68 0.512 0.936 1.031 0.878 0.49 0.321 0.13 0.845
0.015 1.513 1.563 1.488 1.295 1.152 1.013 1.374 1.273 1.15 1.008 0.868 0.719 1.278 1.105 0.933 0.812 0.702 1.041 0.899 0.779 0.68 0.512 0.935 1.031 0.878 0.49 0.32 0.13 0.845
