# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 0.22477106672309027, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1.0, p
#       = 2.15, theta_obs = 0.29670597283903605, xiN = 1.0, z = 0.0, type = grb, E_kiso = 517.9474679231213]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 1.315 1.364 1.29 1.097 0.954 0.815 1.176 1.074 0.952 0.81 0.669 0.521 1.079 0.907 0.735 0.614 0.504 0.843 0.7 0.581 0.482 0.313 0.292 0.122 -0.068
0.0102 1.0 1.049 0.974 0.781 0.639 0.5 0.86 0.759 0.636 0.494 0.354 0.205 0.764 0.591 0.419 0.299 0.188 0.527 0.385 0.265 0.166 -0.002 -0.024 -0.193 -0.384
0.0105 0.684 0.734 0.659 0.466 0.323 0.184 0.545 0.443 0.321 0.179 0.039 -0.11 0.448 0.276 0.104 -0.017 -0.127 0.212 0.069 -0.05 -0.149 -0.318 -0.339 -0.509 -0.699
0.0107 0.369 0.418 0.343 0.15 0.008 -0.131 0.229 0.128 0.005 -0.136 -0.277 -0.426 0.133 -0.04 -0.212 -0.332 -0.443 -0.103 -0.246 -0.366 -0.465 -0.633 -0.655 -0.824 -1.015
0.011 0.053 0.103 0.028 -0.165 -0.308 -0.447 -0.086 -0.188 -0.31 -0.452 -0.592 -0.741 -0.183 -0.355 -0.527 -0.648 -0.758 -0.419 -0.562 -0.681 -0.78 -0.949 -0.97 -1.14 -1.33
0.0113 -0.262 -0.213 -0.288 -0.481 -0.623 -0.762 -0.401 -0.503 -0.626 -0.767 -0.908 -1.056 -0.498 -0.671 -0.843 -0.963 -1.074 -0.734 -0.877 -0.997 -1.096 -1.264 -1.286 -1.455 -1.645
0.0115 -0.578 -0.528 -0.603 -0.796 -0.939 -1.078 -0.717 -0.819 -0.941 -1.083 -1.223 -1.372 -0.814 -0.986 -1.158 -1.279 -1.389 -1.05 -1.192 -1.312 -1.411 -1.58 -1.601 -1.771 -1.961
0.0118 -0.893 -0.844 -0.919 -1.112 -1.254 -1.393 -1.032 -1.134 -1.257 -1.398 -1.539 -1.687 -1.129 -1.302 -1.473 -1.594 -1.705 -1.365 -1.508 -1.628 -1.727 -1.895 -1.917 -2.086 -2.276
0.0121 -1.209 -1.159 -1.234 -1.427 -1.57 -1.709 -1.348 -1.45 -1.572 -1.714 -1.854 -2.003 -1.445 -1.617 -1.789 -1.91 -2.02 -1.681 -1.823 -1.943 -2.042 -2.211 -2.232 -2.402 -2.592
0.0124 -1.47 -1.421 -1.496 -1.689 -1.831 -1.97 -1.609 -1.711 -1.833 -1.975 -2.116 -2.264 -1.706 -1.879 -2.05 -2.171 -2.282 -1.942 -2.085 -2.205 -2.304 -2.472 -2.494 -2.663 -2.853
