# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: PS1_w, datatype: float64}
# - {name: ATLAS_c, datatype: float64}
# - {name: ATLAS_o, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [E = 6.029923955985726e-06, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 0.00025118864315095795,
#     p = 2.15, theta_obs = 0.29670597283903605, xiN = 1.0, z = 0.0, type = grb, E_kiso = 0.013894954943731374]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y PS1_w ATLAS_c ATLAS_o ukirt_J ukirt_H ukirt_K Clear
0.01 14.789 14.838 14.764 14.571 14.428 14.289 14.65 14.548 14.426 14.284 14.143 13.995 14.553 14.381 14.209 14.088 13.977 14.317 14.174 14.055 13.955 13.787 14.211 14.306 14.153 13.766 13.596 13.406 14.121
0.0102 14.734 14.783 14.708 14.515 14.373 14.234 14.595 14.493 14.37 14.229 14.088 13.94 14.498 14.325 14.153 14.033 13.922 14.262 14.119 13.999 13.9 13.732 14.156 14.251 14.098 13.71 13.541 13.35 14.065
0.0105 14.678 14.728 14.653 14.46 14.317 14.178 14.539 14.438 14.315 14.173 14.033 13.884 14.443 14.27 14.098 13.977 13.867 14.206 14.064 13.944 13.845 13.677 14.1 14.196 14.043 13.655 13.485 13.295 14.01
0.0107 14.623 14.672 14.598 14.405 14.262 14.123 14.484 14.382 14.26 14.118 13.977 13.829 14.387 14.215 14.043 13.922 13.811 14.151 14.008 13.888 13.789 13.621 14.045 14.14 13.987 13.599 13.43 13.24 13.955
0.011 14.568 14.617 14.542 14.349 14.207 14.068 14.428 14.327 14.204 14.063 13.922 13.773 14.332 14.159 13.987 13.867 13.756 14.096 13.953 13.833 13.734 13.566 13.99 14.085 13.932 13.544 13.375 13.184 13.899
0.0113 14.512 14.562 14.487 14.294 14.151 14.012 14.373 14.271 14.149 14.007 13.867 13.718 14.277 14.104 13.932 13.811 13.701 14.04 13.898 13.778 13.679 13.51 13.934 14.03 13.877 13.489 13.319 13.129 13.844
0.0115 14.457 14.506 14.431 14.239 14.096 13.957 14.318 14.216 14.094 13.952 13.811 13.663 14.221 14.049 13.877 13.756 13.645 13.985 13.842 13.722 13.623 13.455 13.879 13.974 13.821 13.433 13.264 13.074 13.789
0.0118 14.401 14.451 14.376 14.183 14.041 13.901 14.262 14.161 14.038 13.896 13.756 13.607 14.166 13.993 13.821 13.7 13.59 13.929 13.787 13.667 13.568 13.4 13.823 13.919 13.766 13.378 13.209 13.018 13.733
0.0121 14.324 14.373 14.298 14.105 13.963 13.824 14.185 14.083 13.961 13.819 13.678 13.53 14.088 13.915 13.744 13.623 13.512 13.852 13.709 13.589 13.49 13.322 13.746 13.841 13.688 13.3 13.131 12.941 13.656
0.0124 14.246 14.296 14.221 14.028 13.885 13.746 14.107 14.005 13.883 13.741 13.601 13.452 14.011 13.838 13.666 13.545 13.435 13.774 13.632 13.512 13.413 13.244 13.668 13.764 13.611 13.223 13.053 12.863 13.578
