# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [vej = 0.14344827586206896, mej = 0.010562026262441078, Ye = 0.1, redshift = 0.0]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z PS1_y ukirt_J ukirt_H ukirt_K johnson_U johnson_B johnson_V johnson_R johnson_I Clear
0.100000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.150000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.200000 -9.749389 -11.517065 -12.446403 -12.913405 -13.129318 -13.229150 -13.318618 -13.210148 -12.978241 -9.975192 -11.054029 -12.080269 -12.544726 -13.147416 -12.479167
0.250000 -9.695546 -11.550039 -12.534118 -13.035543 -13.272119 -13.384663 -13.499107 -13.411580 -13.192558 -9.931758 -11.062810 -12.145057 -12.639061 -13.292276 -12.569061
0.300000 -9.565050 -11.511954 -12.554358 -13.092521 -13.351183 -13.477331 -13.618540 -13.553490 -13.348304 -9.812338 -10.998967 -12.140859 -12.666362 -13.373544 -12.591626
0.350000 -9.390221 -11.433878 -12.537404 -13.114124 -13.396004 -13.536469 -13.705890 -13.664571 -13.474000 -9.649104 -10.893917 -12.098285 -12.656815 -13.420682 -12.577110
0.400000 -9.174487 -11.322583 -12.492140 -13.110575 -13.417613 -13.573611 -13.773690 -13.758204 -13.583557 -9.445884 -10.753499 -12.025332 -12.619558 -13.444804 -12.534481
0.450000 -8.976035 -11.215309 -12.442552 -13.097478 -13.426555 -13.596176 -13.823183 -13.830430 -13.669806 -9.258356 -10.620797 -11.951549 -12.576971 -13.455950 -12.487197
0.500000 -8.796159 -11.114871 -12.392399 -13.079165 -13.427495 -13.609029 -13.859614 -13.886797 -13.738482 -9.087996 -10.498203 -11.880299 -12.532924 -13.458816 -12.439053
0.550000 -8.567285 -10.981118 -12.318884 -13.043828 -13.415270 -13.611116 -13.890068 -13.941279 -13.807810 -8.870516 -10.337917 -11.781507 -12.466728 -13.448903 -12.367946
0.600000 -8.421823 -10.895948 -12.271909 -13.021079 -13.407200 -13.612144 -13.909149 -13.975674 -13.851677 -8.732276 -10.235927 -11.718501 -12.424395 -13.442303 -12.322499
0.650000 -8.221758 -10.775027 -12.201140 -12.982139 -13.387560 -13.604476 -13.925260 -14.011983 -13.900487 -8.541690 -10.092927 -11.626680 -12.359723 -13.424598 -12.253736
0.700000 -8.034121 -10.660006 -12.132145 -12.942373 -13.365533 -13.593459 -13.936136 -14.041484 -13.941527 -8.362750 -9.957647 -11.538363 -12.296326 -13.404348 -12.186582
0.750000 -7.781763 -10.502768 -12.035211 -12.883759 -13.330193 -13.572578 -13.944037 -14.073912 -13.989165 -8.121785 -9.773871 -11.416110 -12.206729 -13.371343 -12.092062
0.800000 -7.615554 -10.398288 -11.969874 -12.843308 -13.304869 -13.556657 -13.946854 -14.092722 -14.017902 -7.962969 -9.652168 -11.334336 -12.146155 -13.347537 -12.028292
0.850000 -7.460300 -10.299743 -11.907295 -12.803603 -13.279074 -13.539513 -13.946964 -14.107576 -14.041916 -7.814507 -9.537801 -11.256654 -12.087954 -13.323138 -11.967153
0.900000 -7.232832 -10.154346 -11.813954 -12.743382 -13.239007 -13.511987 -13.944472 -14.126504 -14.074164 -7.596867 -9.369504 -11.141451 -12.000950 -13.285094 -11.875897
0.950000 -7.011443 -10.011728 -11.721306 -12.682541 -13.197531 -13.482569 -13.939148 -14.141829 -14.102344 -7.384912 -9.204907 -11.027816 -11.914387 -13.245563 -11.785252
1.000000 -6.883170 -9.927975 -11.665798 -12.645016 -13.170959 -13.462821 -13.933046 -14.147434 -14.115244 -7.261970 -9.108731 -10.960444 -11.862319 -13.220092 -11.730875
1.050000 -6.675549 -9.792616 -11.576288 -12.584705 -13.128440 -13.431390 -13.923803 -14.157250 -14.136946 -7.063003 -8.953209 -10.851675 -11.778393 -13.179361 -11.643202
1.100000 -6.473363 -9.660018 -11.487847 -12.524391 -13.085274 -13.398915 -13.912741 -14.164604 -14.155797 -6.869151 -8.801193 -10.744685 -11.695330 -13.137919 -11.556530
1.150000 -6.276436 -9.530163 -11.400554 -12.464218 -13.041641 -13.365598 -13.900101 -14.169773 -14.172094 -6.680256 -8.652622 -10.639513 -11.613223 -13.095949 -11.470943
1.200000 -6.179053 -9.464434 -11.354913 -12.431379 -13.016611 -13.345441 -13.889716 -14.167810 -14.175399 -6.586664 -8.578060 -10.585433 -11.570030 -13.071704 -11.426107
1.250000 -5.993994 -9.341350 -11.271162 -12.372696 -12.973225 -13.311601 -13.875030 -14.169649 -14.187580 -6.409027 -8.437684 -10.485159 -11.491071 -13.029856 -11.343932
1.300000 -5.813633 -9.220855 -11.188661 -12.314415 -12.929728 -13.277334 -13.859293 -14.169916 -14.197871 -6.235835 -8.300483 -10.386695 -11.413200 -12.987847 -11.262954
1.350000 -5.637818 -9.102903 -11.107435 -12.256603 -12.886211 -13.242746 -13.842638 -14.168767 -14.206445 -6.066950 -8.166384 -10.290040 -11.336449 -12.945769 -11.183200
1.400000 -5.466408 -8.987449 -11.027498 -12.199314 -12.842753 -13.207927 -13.825185 -14.166343 -14.213451 -5.902240 -8.035316 -10.195181 -11.260841 -12.903702 -11.104687
1.450000 -5.196091 -8.806568 -10.903386 -12.111405 -12.776961 -13.155955 -13.801011 -14.166257 -14.228498 -5.642633 -7.829478 -10.047217 -11.143647 -12.840136 -10.982850
1.500000 -5.031508 -8.694798 -10.825139 -12.054542 -12.733163 -13.120325 -13.781819 -14.161325 -14.232536 -5.484375 -7.702971 -9.954886 -11.069487 -12.797654 -10.905948
1.550000 -4.870986 -8.585418 -10.748223 -11.998334 -12.689611 -13.084687 -13.762114 -14.155455 -14.235375 -5.329977 -7.579319 -9.864329 -10.996527 -12.755377 -10.830333
1.600000 -4.714404 -8.478377 -10.672631 -11.942804 -12.646345 -13.049090 -13.741966 -14.148733 -14.237110 -5.179328 -7.458454 -9.775524 -10.924769 -12.713346 -10.756002
1.650000 -4.561646 -8.373626 -10.598354 -11.887971 -12.603398 -13.013579 -13.721437 -14.141235 -14.237826 -5.032318 -7.340307 -9.688443 -10.854207 -12.671596 -10.682948
1.700000 -4.412601 -8.271115 -10.525384 -11.833848 -12.560800 -12.978190 -13.700582 -14.133030 -14.237603 -4.888846 -7.224810 -9.603060 -10.784838 -12.630158 -10.611161
1.750000 -4.154114 -8.095591 -10.402526 -11.744596 -12.492100 -12.922351 -13.670681 -14.125728 -14.244573 -4.640295 -7.026135 -9.458073 -10.668400 -12.563529 -10.490415
1.800000 -4.010869 -7.996440 -10.331367 -11.691300 -12.449730 -12.886820 -13.648950 -14.116031 -14.242483 -4.502329 -6.914679 -9.375152 -10.600654 -12.522261 -10.420379
1.850000 -3.871073 -7.899415 -10.261495 -11.638757 -12.407787 -12.851513 -13.627035 -14.105805 -14.239651 -4.367655 -6.805719 -9.293871 -10.534093 -12.481386 -10.351596
1.900000 -3.616585 -7.725558 -10.138826 -11.548757 -12.337774 -12.794014 -13.594806 -14.095647 -14.243469 -4.122823 -6.609362 -9.149693 -10.417664 -12.413387 -10.230979
1.950000 -3.482200 -7.631750 -10.070779 -11.497151 -12.296229 -12.758769 -13.572288 -14.084255 -14.239128 -3.993297 -6.504231 -9.070821 -10.352758 -12.372856 -10.163965
2.000000 -3.351031 -7.539959 -10.003988 -11.446317 -12.255159 -12.723814 -13.549690 -14.072467 -14.234194 -3.866844 -6.401451 -8.993525 -10.289015 -12.332770 -10.098177
2.050000 -3.100216 -7.367719 -9.881632 -11.355803 -12.184133 -12.664995 -13.515545 -14.059921 -14.235358 -3.625438 -6.207285 -8.850209 -10.172742 -12.263708 -9.977822
2.100000 -2.974115 -7.279005 -9.816654 -11.305975 -12.143579 -12.630251 -13.492548 -14.047216 -14.229192 -3.503814 -6.108138 -8.775256 -10.110657 -12.224089 -9.913795
2.150000 -2.851021 -7.192204 -9.752894 -11.256924 -12.103530 -12.595843 -13.469548 -14.034216 -14.222548 -3.385067 -6.011209 -8.701814 -10.049706 -12.184948 -9.850959
2.200000 -2.603594 -7.021523 -9.630937 -11.166071 -12.031719 -12.535963 -13.433808 -14.019650 -14.221452 -3.146830 -5.819112 -8.559383 -9.933691 -12.115057 -9.730957
2.250000 -2.485265 -6.937664 -9.568962 -11.118067 -11.992268 -12.501873 -13.410565 -14.005928 -14.213793 -3.032628 -5.725633 -8.488212 -9.874384 -12.076468 -9.669859
