# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: Clear, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [M=-17.693877551020407, dM=0.011964301412374053]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z Clear johnson_B johnson_V johnson_R johnson_I ukirt_J ukirt_H ukirt_K
0.0 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407 -17.693877551020407
0.07537688442211055 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656 -17.692975719255656
0.1507537688442211 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903 -17.692073887490903
0.22613065326633164 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152 -17.691172055726152
0.3015075376884422 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614 -17.6902702239614
0.37688442211055273 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665 -17.68936839219665
0.4522613065326633 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895 -17.688466560431895
0.5276381909547738 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144 -17.687564728667144
0.6030150753768844 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239 -17.68666289690239
0.6783919597989949 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764 -17.68576106513764
