# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 0.006029923955985727, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1.584893192461114e-06,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 13.894954943731374]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 -5.239 -5.189 -5.264 -5.457 -5.599 -5.738 -5.378 -5.479 -5.602 -5.744 -5.884 -6.033 -5.474 -5.647 -5.819 -5.939 -6.05 -5.711 -5.853 -5.973 -6.072 -6.24 -6.262 -6.431 -6.622
0.0102 -5.146 -5.097 -5.172 -5.364 -5.507 -5.646 -5.285 -5.387 -5.509 -5.651 -5.792 -5.94 -5.382 -5.554 -5.726 -5.847 -5.958 -5.618 -5.761 -5.881 -5.98 -6.148 -6.17 -6.339 -6.529
0.0105 -5.054 -5.004 -5.079 -5.272 -5.415 -5.554 -5.193 -5.295 -5.417 -5.559 -5.699 -5.848 -5.289 -5.462 -5.634 -5.755 -5.865 -5.526 -5.668 -5.788 -5.887 -6.055 -6.077 -6.247 -6.437
0.0107 -4.961 -4.912 -4.987 -5.18 -5.322 -5.461 -5.1 -5.202 -5.325 -5.466 -5.607 -5.755 -5.197 -5.37 -5.542 -5.662 -5.773 -5.433 -5.576 -5.696 -5.795 -5.963 -5.985 -6.154 -6.345
0.011 -4.869 -4.82 -4.894 -5.087 -5.23 -5.369 -5.008 -5.11 -5.232 -5.374 -5.515 -5.663 -5.105 -5.277 -5.449 -5.57 -5.681 -5.341 -5.484 -5.603 -5.702 -5.871 -5.892 -6.062 -6.252
0.0113 -4.777 -4.727 -4.802 -4.995 -5.137 -5.277 -4.916 -5.017 -5.14 -5.282 -5.422 -5.571 -5.012 -5.185 -5.357 -5.477 -5.588 -5.249 -5.391 -5.511 -5.61 -5.778 -5.8 -5.969 -6.16
0.0115 -4.684 -4.635 -4.71 -4.903 -5.045 -5.184 -4.823 -4.925 -5.047 -5.189 -5.33 -5.478 -4.92 -5.093 -5.264 -5.385 -5.496 -5.156 -5.299 -5.419 -5.518 -5.686 -5.708 -5.877 -6.067
0.0118 -4.592 -4.542 -4.617 -4.81 -4.953 -5.092 -4.731 -4.833 -4.955 -5.097 -5.237 -5.386 -4.828 -5.0 -5.172 -5.293 -5.403 -5.064 -5.207 -5.326 -5.425 -5.594 -5.615 -5.785 -5.975
0.0121 -4.5 -4.45 -4.525 -4.718 -4.86 -4.999 -4.639 -4.74 -4.863 -5.005 -5.145 -5.294 -4.735 -4.908 -5.08 -5.2 -5.311 -4.972 -5.114 -5.234 -5.333 -5.501 -5.523 -5.692 -5.883
0.0124 -4.407 -4.358 -4.433 -4.626 -4.768 -4.907 -4.546 -4.648 -4.77 -4.912 -5.053 -5.201 -4.643 -4.815 -4.987 -5.108 -5.219 -4.879 -5.022 -5.142 -5.241 -5.409 -5.431 -5.6 -5.79
