# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 0.16176451642579392, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1.584893192461114e-05,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 372.7593720314938]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 -12.053 -12.004 -12.079 -12.272 -12.414 -12.553 -12.192 -12.294 -12.417 -12.558 -12.699 -12.847 -12.289 -12.462 -12.634 -12.754 -12.865 -12.525 -12.668 -12.788 -12.887 -13.055 -13.077 -13.246 -13.437
0.0102 -11.961 -11.912 -11.986 -12.179 -12.322 -12.461 -12.1 -12.202 -12.324 -12.466 -12.607 -12.755 -12.197 -12.369 -12.541 -12.662 -12.773 -12.433 -12.576 -12.695 -12.794 -12.963 -12.984 -13.154 -13.344
0.0105 -11.869 -11.819 -11.894 -12.087 -12.229 -12.369 -12.008 -12.109 -12.232 -12.374 -12.514 -12.663 -12.104 -12.277 -12.449 -12.569 -12.68 -12.341 -12.483 -12.603 -12.702 -12.87 -12.892 -13.061 -13.252
0.0107 -11.776 -11.727 -11.802 -11.995 -12.137 -12.276 -11.915 -12.017 -12.139 -12.281 -12.422 -12.57 -12.012 -12.185 -12.356 -12.477 -12.588 -12.248 -12.391 -12.511 -12.61 -12.778 -12.8 -12.969 -13.159
0.011 -11.684 -11.634 -11.709 -11.902 -12.045 -12.184 -11.823 -11.925 -12.047 -12.189 -12.329 -12.478 -11.92 -12.092 -12.264 -12.385 -12.495 -12.156 -12.299 -12.418 -12.517 -12.686 -12.707 -12.877 -13.067
0.0113 -11.592 -11.542 -11.617 -11.81 -11.952 -12.091 -11.731 -11.832 -11.955 -12.097 -12.237 -12.386 -11.827 -12.0 -12.172 -12.292 -12.403 -12.064 -12.206 -12.326 -12.425 -12.593 -12.615 -12.784 -12.975
0.0115 -11.499 -11.45 -11.525 -11.718 -11.86 -11.999 -11.638 -11.74 -11.862 -12.004 -12.145 -12.293 -11.735 -11.907 -12.079 -12.2 -12.311 -11.971 -12.114 -12.234 -12.333 -12.501 -12.523 -12.692 -12.882
0.0118 -11.407 -11.357 -11.432 -11.625 -11.768 -11.907 -11.546 -11.648 -11.77 -11.912 -12.052 -12.201 -11.643 -11.815 -11.987 -12.108 -12.218 -11.879 -12.021 -12.141 -12.24 -12.409 -12.43 -12.6 -12.79
0.0121 -11.314 -11.265 -11.34 -11.533 -11.675 -11.814 -11.454 -11.555 -11.678 -11.819 -11.96 -12.109 -11.55 -11.723 -11.895 -12.015 -12.126 -11.786 -11.929 -12.049 -12.148 -12.316 -12.338 -12.507 -12.698
0.0124 -11.222 -11.173 -11.247 -11.44 -11.583 -11.722 -11.361 -11.463 -11.585 -11.727 -11.868 -12.016 -11.458 -11.63 -11.802 -11.923 -12.034 -11.694 -11.837 -11.956 -12.056 -12.224 -12.245 -12.415 -12.605
0.0127 -11.13 -11.08 -11.155 -11.348 -11.49 -11.63 -11.269 -11.37 -11.493 -11.635 -11.775 -11.924 -11.365 -11.538 -11.71 -11.831 -11.941 -11.602 -11.744 -11.864 -11.963 -12.131 -12.153 -12.322 -12.513
0.013 -11.037 -10.988 -11.063 -11.256 -11.398 -11.537 -11.176 -11.278 -11.4 -11.542 -11.683 -11.831 -11.273 -11.446 -11.617 -11.738 -11.849 -11.509 -11.652 -11.772 -11.871 -12.039 -12.061 -12.23 -12.42
0.0133 -10.945 -10.895 -10.97 -11.163 -11.306 -11.445 -11.084 -11.186 -11.308 -11.45 -11.59 -11.739 -11.181 -11.353 -11.525 -11.646 -11.756 -11.417 -11.56 -11.679 -11.778 -11.947 -11.968 -12.138 -12.328
0.0136 -10.853 -10.803 -10.878 -11.071 -11.213 -11.352 -10.992 -11.093 -11.216 -11.358 -11.498 -11.647 -11.088 -11.261 -11.433 -11.553 -11.664 -11.325 -11.467 -11.587 -11.686 -11.854 -11.876 -12.045 -12.236
0.014 -10.76 -10.711 -10.786 -10.979 -11.121 -11.26 -10.899 -11.001 -11.123 -11.265 -11.406 -11.554 -10.996 -11.168 -11.34 -11.461 -11.572 -11.232 -11.375 -11.495 -11.594 -11.762 -11.784 -11.953 -12.143
0.0143 -10.668 -10.618 -10.693 -10.886 -11.029 -11.168 -10.807 -10.909 -11.031 -11.173 -11.313 -11.462 -10.904 -11.076 -11.248 -11.369 -11.479 -11.14 -11.282 -11.402 -11.501 -11.67 -11.691 -11.861 -12.051
0.0146 -10.575 -10.526 -10.601 -10.794 -10.936 -11.075 -10.715 -10.816 -10.939 -11.08 -11.221 -11.37 -10.811 -10.984 -11.156 -11.276 -11.387 -11.047 -11.19 -11.31 -11.409 -11.577 -11.599 -11.768 -11.959
0.015 -10.483 -10.434 -10.508 -10.701 -10.844 -10.983 -10.622 -10.724 -10.846 -10.988 -11.129 -11.277 -10.719 -10.891 -11.063 -11.184 -11.295 -10.955 -11.098 -11.218 -11.317 -11.485 -11.507 -11.676 -11.866
0.0154 -10.391 -10.341 -10.416 -10.609 -10.751 -10.891 -10.53 -10.631 -10.754 -10.896 -11.036 -11.185 -10.626 -10.799 -10.971 -11.092 -11.202 -10.863 -11.005 -11.125 -11.224 -11.392 -11.414 -11.583 -11.774
0.0157 -10.298 -10.249 -10.324 -10.517 -10.659 -10.798 -10.437 -10.539 -10.661 -10.803 -10.944 -11.092 -10.534 -10.707 -10.878 -10.999 -11.11 -10.77 -10.913 -11.033 -11.132 -11.3 -11.322 -11.491 -11.681
0.0161 -10.206 -10.157 -10.231 -10.424 -10.567 -10.706 -10.345 -10.447 -10.569 -10.711 -10.851 -11.0 -10.442 -10.614 -10.786 -10.907 -11.017 -10.678 -10.821 -10.94 -11.039 -11.208 -11.229 -11.399 -11.589
0.0165 -10.114 -10.064 -10.139 -10.332 -10.474 -10.613 -10.253 -10.354 -10.477 -10.619 -10.759 -10.908 -10.349 -10.522 -10.694 -10.814 -10.925 -10.586 -10.728 -10.848 -10.947 -11.115 -11.137 -11.306 -11.497
0.0169 -10.021 -9.972 -10.047 -10.24 -10.382 -10.521 -10.16 -10.262 -10.384 -10.526 -10.667 -10.815 -10.257 -10.43 -10.601 -10.722 -10.833 -10.493 -10.636 -10.756 -10.855 -11.023 -11.045 -11.214 -11.404
0.0173 -9.929 -9.879 -9.954 -10.147 -10.29 -10.429 -10.068 -10.17 -10.292 -10.434 -10.574 -10.723 -10.165 -10.337 -10.509 -10.63 -10.74 -10.401 -10.543 -10.663 -10.762 -10.931 -10.952 -11.122 -11.312
0.0177 -9.836 -9.787 -9.862 -10.055 -10.197 -10.336 -9.976 -10.077 -10.2 -10.342 -10.482 -10.631 -10.072 -10.245 -10.417 -10.537 -10.648 -10.309 -10.451 -10.571 -10.67 -10.838 -10.86 -11.029 -11.22
0.0181 -9.744 -9.695 -9.769 -9.962 -10.105 -10.244 -9.883 -9.985 -10.107 -10.249 -10.39 -10.538 -9.98 -10.152 -10.324 -10.445 -10.556 -10.216 -10.359 -10.479 -10.578 -10.746 -10.768 -10.937 -11.127
0.0186 -9.652 -9.602 -9.677 -9.87 -10.012 -10.152 -9.791 -9.892 -10.015 -10.157 -10.297 -10.446 -9.887 -10.06 -10.232 -10.353 -10.463 -10.124 -10.266 -10.386 -10.485 -10.653 -10.675 -10.844 -11.035
0.019 -9.559 -9.51 -9.585 -9.778 -9.92 -10.059 -9.698 -9.8 -9.923 -10.064 -10.205 -10.353 -9.795 -9.968 -10.139 -10.26 -10.371 -10.031 -10.174 -10.294 -10.393 -10.561 -10.583 -10.752 -10.942
