Type dm7_i M_i
Ia 0.4584555582263192 -19.79787752305297
Ia 0.11493671990043808 -18.340272651581227
Ia 0.27580479320631923 -18.81195430817483
Ia 7.105427357601002e-15 -18.94923848689394
Ia 0.09075278362685424 -18.989992301268515
Ia 0.32898982158016565 -18.961784707036106
Ia 0.11630545428328887 -19.326462834855985
Ia 0.15853745639706318 -18.47301169651325
Ia 0.21320784744461463 -19.574432762687774
Ia 0.26550092348802323 -18.773085823394062
Ia 0.09954305206477798 -19.218678688699136
Ia 0.23037469092778906 -19.0164374974637
Ia 0.07599562421335548 -19.110383781350755
Ia 0.21387047924609348 -19.271682604492433
Ia 0.2187792170295495 -18.866232774631865
Ia 0.2754842939836202 -19.14263095097761
Ia 0.24837900183643669 -18.430185430425723
Ia 0.09690736936034128 -18.498358928233124
Ia 0.20470769655883458 -18.828247522818863
Ia 0.09165500446729169 -18.870309960183054
Ia 0.6835968728526218 -19.24169346687937
Ia 0.21232195698150846 -19.558729726731677
Ia 0.20677975031092544 -18.967509709527196
Ia 0.151750688542581 -18.63072472830141
Ia 0.22628508366784672 -18.986160003636968
Ia 0.20269661016088492 -19.309284708054978
Ia 0.05630221805380842 -19.123353387199614
Ia 0.15930348575853515 -18.204885887395726
Ia 0.16215457443954762 -17.730824418613263
Ia 0.13773438342331978 -18.782245142879063
Ia 0.25351572214997375 -19.509939110439664
Ia 0.15743486366964632 -19.515721952483005
Ia 0.19862302993537995 -18.171973038284534
Ia 0.12486706632541811 -19.364562969097335
Ia 0.2619507031617445 -18.414828224840736
Ia 0.4092703002408875 -19.277985796308926
Ia 0.1781587908521267 -18.922437518472446
Ia 0.2415970554684712 -18.854727486602876
Ia 0.2106882405896009 -19.24497484180586
Ia 0.2197322462554574 -18.851032608333007
Ia 0.17401049958425574 -18.925432277310694
Ia 0.22864699700290458 -18.657464700248227
Ia 0.1767241727960922 -19.29217710700274
Ia 0.013074699484569408 -18.699137721831683
Ia 0.05516879067125302 -18.887002798740895
Ia 0.18775993578825734 -18.834254672577718
Ia 0.19077429701454562 -19.104653946149377
Ia 0.22061530889055447 -18.80764934526035
Ia 0.2486651342541002 -19.04023766268587
Ia 0.15752387726789152 -19.755544275787177
Ia 0.15600293198024318 -19.408071023379605
Ia 0.10955232632613843 -19.395276202369903
Ia 0.2972531894478685 -18.687734915146716
Ia 0.1744153919658622 -18.568473348517085
Ia 0.1974811080854728 -18.774741059402793
Ia 0.21658153619589982 -19.136014573349847
Ia 0.2823676900611858 -19.465881868772733
Ia 0.31986819547487144 -19.090260690089742
Ia 0.27612058888276536 -18.982879042286374
Ia 0.19186813764629562 -19.105008807475894
Ia 0.3705380477885072 -19.001227404300366
Ia 0.36487809779444724 -18.37699815280676
Ia 0.253193030955579 -18.90996775958185
Ia 0.29412503208790675 -18.932948668987688
Ia 0.2105843512235488 -19.058875824005593
Ia 0.025368472031527034 -18.988024306551193
Ia 0.38859673213575263 -19.28126208975325
Ia 0.05592728002412528 -18.151464266976966
Ia 0.22972323385158333 -18.18787699114401
Ia 0.165435017870454 -19.018118574756862
Ia 0.22462319751266335 -18.97562302172485
Ia 0.34670185626381667 -18.546123326297515
Ia 0.15041849518362227 -19.2642652321859
Ia 0.1427268026436188 -19.486207037388713
Ia 0.20154992960956086 -18.902365916088996
Ia 0.24341867240305604 -19.204147905166362
Ia 0.1346561380004765 -18.204199733583422
Ia 0.2224563695931856 -19.077590319239693
Ia 0.10606275595213255 -18.874132633455815
Ia 0.2050175023450862 -18.412596131624397
Ia 0.04737353796157606 -18.24886504492286
Ia 0.07142106986320584 -18.087712605664485
Ia 0.2957996890794732 -18.136686626041588
Ia 0.050272190511911674 -17.954096773132925
Ia 0.16339956947441792 -18.540115471458037
Ia 0.20862307871618313 -19.17092190682095
Ia 0.4343652313575639 -18.86171198069732
Ia 0.21027355831679273 -18.702055266437178
Ia 0.11403475469833424 -18.94641942266969
Ia 0.1359939053339474 -18.730227984062
Ia 0.21056561430697585 -18.697596856526495
Ia 0.03452915712729521 -18.44444918618507
Ia 0.23959492323046128 -18.48695669028983
Ia 0.12546239847919693 -18.371499957477663
Ia 0.3715739076547848 -18.29157236937351
Ia 0.17010769040808782 -19.32329186296126
Ia 0.18499046134665775 -18.848809484668553
Ia 0.3604576316837118 -19.03203338917151
Ia 0.19364127053704294 -19.05373124654542
Ia 0.2710946277136941 -19.11410858070391
Ia 0.2030681277496562 -19.14283728773782
Ia 0.24190223641133812 -18.811438341113874
Ia 0.029712260993907336 -18.76358004898914
Ia 0.2618519678261997 -19.394637053410836
Ia 0.2547677891820932 -19.106421056962233
Ia 0.2770357179519145 -18.222260342768006
Ia 0.5568016273349699 -18.433337543398746
Ia 0.23724715490468995 -18.58252691987621
Ia 0.13620275823635275 -18.277598619109895
Ia 0.12805062111016952 -19.176663540126487
Ia 0.2007534737049319 -18.947014251539837
Ia 0.36118049802282925 -18.54964672986943
Ia 0.337349467439541 -17.83528215104137
Ia 0.30781753381536525 -18.691867888155343
Ia 0.2582064428752098 -18.55944749299469
Ia 0.07267365864403885 -18.891767594179754
Ia 0.12138122630998538 -18.667965232091554
Ia 0.10890709376555918 -18.570813797785355
Ia 0.2161145453640927 -18.67296513333635
Ia 0.29128401923578195 -18.370247438780158
Ia 0.13729501602298555 -19.188217842367944
Ia 0.23244498583326134 -19.109350537856596
Ia 0.15621730978054416 -18.6974241577459
Ia 0.08355752193078558 -18.780100945488524
Ia 0.08572532566986624 -18.029932831874095
Ia 0.14859999568400184 -18.818884176635706
Ia 0.12112987745264547 -17.986346321947433
Ia 0.16871347501085765 -18.95417261831318
Ia 0.19838712244203371 -19.00092910359139
Ia 0.1185030916161196 -19.12273953075469
Ia 0.16883221001891258 -19.33577134020069
Ia 0.421444293933007 -18.227855941011278
Ia 0.23668419476137714 -19.052961715736817
Ia 0.1650333900868155 -19.5732793620123
Ia 0.2691239433971191 -19.142193782591196
Ia 0.0677700660545959 -18.518703493958583
Ia 0.1921065774566042 -19.689612263620713
Ia 0.19281492322613403 -17.937079898099096
Ia 0.21628775942989975 -19.13732872975197
Ia 0.2390553034291898 -18.205971081522875
Ia 0.2485986019627262 -19.098175056555718
Ia 0.26327295897745273 -18.273390184517144
Ia 0.1498734201164389 -18.860383053647066
Ia 0.03341379140955425 -18.125025193602063
Ia 0.3139997784166688 -18.79170950009639
Ia 0.36901131039955537 -18.47430921304954
Ia 0.2080822195461316 -18.85122606615454
Ia 0.2319493930791765 -17.703690786829053
Ia 0.05275855653100692 -18.353091403351286
Ia 0.14808871597164597 -18.648717181089072
Ia 0.19123127833463727 -19.188275400740757
Ia 0.09413413590125685 -17.706236453613453
Ia 0.12087747197648469 -18.752078698012422
Ia 0.2193320397658134 -18.774823039523547
Ia 0.20421004461760361 -18.733328268344064
Ia 0.35608982517224597 -18.457093423105267
Ia 0.2379320035856125 -18.972353629704074
Ia 0.23479336982119392 -18.37246126097506
Ia 0.21246995891863563 -19.145397323281646
Ia 0.34409503854202583 -18.576841409459654
Ia 0.36719932283602574 -18.88755050797213
Ia 0.04262817760639592 -18.162586661109327
Ia 2.1316282072803006e-14 -19.216229169330838
Ia 0.07423078140481465 -18.064309010941848
Ia 0.1394843400003225 -18.41470949735818
Ia 0.14579799816753436 -18.946631040225366
Ia 0.05366824855943264 -18.30570756005183
Ia 0.11586491972738777 -18.68037623298752
Ia 0.07249268303599976 -18.869462772732344
Ia 0.20374989157265233 -18.898780134487076
Ia 0.16477287456181244 -18.014802025311262
Ia 0.26845655287412384 -18.651930208239882
Ia 0.2543733337659493 -18.587826582908466
Ia 0.2631912275148629 -18.24483591418114
Ia 0.19840715507370277 -18.707001708201908
Ia 0.3763911085577405 -18.486129065918266
Ia 0.2668383780103145 -18.424907812036565
Ia 0.22085253933038373 -18.063779698387712
Ia 0.2006446477847028 -18.955099949352437
Ia 0.23955713500311404 -18.87311951690764
Ia 0.1866239573504398 -18.464690580876027
Ia 0.337405507899998 -19.113089870957033
Ia 0.23243279008279316 -19.287112764727908
Ia 0.16412373202903296 -19.221079879065122
Ia 0.2777840938004559 -19.627149563570892
Ia 0.25051186479207743 -18.72430025341104
Ia 0.10349862893492201 -18.09933368375298
Ia 0.27763035473266484 -18.926621647982053
Ia 0.16966036686068264 -18.986514598711086
Ia 0.06657209473159398 -18.532139923322728
Ia 0.1306250916709395 -19.049466183156483
Ia 0.16687254856254796 -18.98265100709023
Ia 0.25072139003599503 -18.30376416271656
Ia 0.27626858771903784 -18.784472994050937
Ia 0.1206869004086677 -18.199068292152138
Ia 0.2071282217821917 -18.608355327788594
Ia 0.36162534319953465 -18.352803311093304
Ia 0.19864466452987983 -18.517977259165978
Ia 0.179995949781107 -18.922185472443715
Ia 0.15561429382056602 -18.46565285922603
Ia 0.201231492233525 -19.078333847266315
Ia 0.08941084787717202 -19.020094021447644
Ia 0.2175770704807789 -18.882556025682963
Ia 0.2473590887789392 -18.655548232879962
Ia 0.20101529415706665 -18.74580926447557
Ia 0.2475872989389032 -18.594329451820588
Ia 0.08673775864536282 -18.986791245510023
Ia 0.10005228705325564 -18.949162681579264
Ia 0.2302445298760638 -18.4285033696186
Ia 0.2137080642027982 -18.833628604169753
Ia 0.2105381862761604 -18.71437262354326
Ia 0.33973196297289476 -17.847649920786864
Ia 0.1394576957209992 -19.106616216995846
Ia 0.13600418379612478 -18.681838072418895
Ia 0.19198651079380724 -18.887657768591616
Ia 0.10351784837044065 -19.15774728759032
Ia 0.11635329709264397 -18.73596774716546
Ia 0.0669333482055059 -18.862132830108276
Ia 0.09133657956666497 -18.784370728047705
Ia 0.10372550709192652 -18.40879563475735
Ia 0.11185846739795124 -18.775387411617444
Ia 0.13492073441827301 -19.253437404139472
Ia 0.1729756645482574 -17.770106136952172
Ia 0.10313770851547943 -18.727385617677225
Ia 0.25969186739339456 -18.320704456948736
Ia 0.09437182214379547 -19.219842954294627
Ia 0.3976982896993384 -19.81830211117834
Ia 0.08392945734494717 -18.21315869324402
Ia 0.17918875577013083 -18.65858943313794
Ia 0.4736112244168744 -17.976888241720264
Ia 0.13659231466512978 -18.312399992037115
Ia 0.16652354596486418 -18.649347683619535
Ia 0.25563379820825816 -19.349225856999716
Ia 0.17886980962985177 -19.469115157395247
Ia 0.057588049379127426 -19.06604543929429
Ia 0.23765292540696947 -19.196702824126223
Ia 0.18581995749648783 -19.294775181838908
Ia 0.14876026489934802 -18.557283663936904
Ia 0.10513640724561313 -19.53454800136126
Ia 0.2569392660921217 -18.27027952348012
Ia 0.2886614299031294 -17.51708997131223
Ia 0.20667484612446785 -18.60566166138707
Ia 0.15938729586063616 -19.724399366293795
Ia 0.13729036041502596 -19.134437157014425
Ia 0.048801633821174306 -18.30890308278642
Ia 0.20624425695263326 -18.716794883668637
Ia 0.12113398186333058 -18.92154240810216
Ia 0.27123983799713614 -18.863720085528204
Ia 0.2114377512412169 -17.81320900344896
Ia 0.09294631732539216 -18.41873088418035
Ia 0.1904967414066867 -17.352091221424285
Ia 0.19465012872610288 -18.733584213409042
Ia 0.15258011171632901 -19.07691607424981
Ia 0.43101947086660886 -18.241305752614082
Ia 0.15158699690836386 -18.31301304186246
Ia 0.17121376924904652 -18.825577126031465
Ia 0.2393562651885759 -18.81887100543209
Ia 0.154595300119432 -18.926503256524107
Ia 0.17924615473447147 -18.832066364965954
Ia 0.26819010783404806 -18.596813314731268
Ia 0.14822259444603247 -18.42454652686984
Ia 0.07178921254078219 -18.180341074705936
Ia 0.16015174779445474 -18.51014576467527
Ia 0.07935984600340618 -18.120687667373627
Ia 0.23023276729101383 -19.538440245834675
Ia 0.04796665776169107 -18.64778178921742
Ia 0.16017770957707356 -18.459717124866366
Ia 0.13616836415930678 -17.512937709165183
Ia 0.19545275603149292 -19.2299582153212
Ia 0.09180953566044892 -18.887632915051803
Ia 0.36362550904885893 -19.927562092039487
Ia 0.1125480984889684 -19.348666709970242
Ia 0.21092180656603077 -19.06977210034487
Ia 0.16187890464850696 -18.592624296501036
Ia 0.2911311109611052 -18.255481219884487
Ia 0.23643487491822057 -18.173221603153443
Ia 0.17112540665913656 -18.912057537770462
Ia 0.19293217790943729 -19.02160816846733
Ia 0.1762571473691139 -18.878785928767137
Ia 0.11783139803483067 -18.7696374371572
Ia 0.1986360190011247 -19.115355427598992
Ia 0.11272294769798563 -18.376269942289035
Ia 0.17799313683239504 -19.19957842697024
Ia 0.13416059900792732 -18.887090818244893
Ia 0.1987366616353512 -19.313330026886685
Ia 0.15092722169661954 -18.818301491401026
Ia 0.05942176194475479 -19.939320244098436
Ia 0.29903459778827823 -18.378124177528694
Ia 0.27931623128350225 -19.24913488735553
Ia 0.2251435475353425 -18.40820915061359
Ia 0.22892939686790825 -18.95134580096096
Ia 0.15761552873923357 -18.139000030094284
Ia 0.20028606625256629 -19.096791431695497
Ia 0.10992147309240963 -17.8810181833202
Ia 0.23654169292536054 -18.50281536238379
Ia 0.04126540323491312 -18.673686861094215
Ia 0.26659929379968617 -17.94809618929989
Ia 0.12126039778598141 -19.013698623100844
Ia 0.41426541557906127 -18.510458626575094
Ia 0.22998470543810612 -19.209561983859345
Ia 0.1203503990887782 -20.28376452430178
Ia 0.15182246301541724 -19.249541949659303
Ia 0.1036583037769141 -18.719387387917248
Ia 0.07999599882389319 -19.108769414947268
Ia 0.13270845541059728 -19.17699702909072
Ia 0.21515498094492003 -19.430810790915004
Ia 0.09212315708969854 -19.36360325235553
Ia 0.09234407356095176 -18.81334970245726
Ia 0.1241029382605845 -18.636470367616504
Ia 0.19062099548252576 -19.20975270045047
Ia 0.2003901362298528 -19.186832017724132
Ia 0.5947492498010298 -19.56260014030724
Ia 0.23647664090407972 -17.81932852866837
Ia 0.23514310873451727 -19.045754063842228
Ia 0.1203507996850739 -19.043408545542743
Ia 0.22462423757895422 -18.75112339484058
Ia 0.06639489535656296 -19.20764750491168
Ia 0.16340350471731568 -18.768846599411116
Ia 0.2541543118924352 -19.124923681684262
Ia 0.27840697677390125 -18.868610026768096
Ia 0.15168624743022363 -17.743354317917174
Ia 0.2723751388902578 -19.42497973692155
Ia 0.32993990496137116 -18.803698354163153
Ia 0.19450141847783797 -18.505753822914308
Ia 0.30420826955404046 -18.991662080185172
Ia 0.06913598143767885 -18.647737858785103
Ia 0.05391048375114593 -18.33757133184231
Ia 0.31021756130662936 -19.195955414354074
Ia 0.22915510808202733 -18.70217808236691
Ia 0.18562659762585199 -18.586372421108116
Ia 0.25465986312136124 -18.65942492072918
Ia 0.08760388783368533 -18.17955852651624
Ia 0.2206589422556764 -18.649264244840154
Ia 0.2590351520530838 -18.73706020376077
Ia 0.23174411227715197 -19.18306023425206
Ia 0.21419501585952716 -18.88742159780235
Ia 0.19666643634134573 -17.98143307513586
Ia 0.1023821112660741 -18.027790198550942
Ia 0.154114486460319 -19.141878982930443
Ia 0.13930417686878016 -18.584787842143562
Ia 0.36078462296317326 -18.62941812457636
Ia 0.17284835038153545 -19.076849084090203
Ia 0.23661458352936293 -19.19910158298997
Ia 0.29685355645582234 -18.208199044570165
Ia 0.24085459068939485 -18.790681238285707
Ia 0.22249923618630518 -18.183575615150488
Ia 0.23396143155658677 -18.80786195869354
Ia 0.3505879047836693 -18.85347843679108
Ia 0.27730683151544255 -18.690656459067444
Ia 0.2013645476617718 -18.98102249660734
Ia 0.1568376495335322 -18.928605114645663
Ia 0.1877023133502682 -18.357345078523608
Ia 0.272621943847863 -18.83871262889821
Ia 0.2405192704155077 -18.88461663119635
Ia 0.3833139675977897 -17.917610870922726
Ia 0.20369370593220282 -18.920522889518974
Ia 0.17012718379590908 -18.5075120832278
Ia 0.3386746971239525 -18.98307817596119
Ia 0.10640992822184536 -18.875659059010207
Ia 0.4361217250030549 -18.705128764955077
Ia 0.37423561378919246 -18.606910772425714
Ia 0.27266088271151645 -18.913438897643818
Ia 0.19906562741481793 -17.98029642374326
Ia 0.24919044073917362 -17.717587196348724
Ia 0.31101813884814966 -18.623380036273968
Ia 0.2441203955907163 -18.208760051375066
Ia 0.14797849986606693 -19.026364489373545
Ia 0.21956207259815663 -18.830496011010467
Ia 0.18600015969366268 -19.003308484870455
Ia 0.2575941735848577 -18.78046841254268
Ia 0.2305618116088901 -18.968208759625913
Ia 0.12909500788143546 -19.836800773494026
Ia 0.4492630431597071 -19.11216344501393
Ia 0.0937146385131804 -18.744780342594794
Ia 0.23639289343018532 -18.74599008356511
Ia 0.4773503764613132 -19.069713873658028
Ia 0.15699287312146026 -18.849464042315457
Ia 0.2653534409916283 -18.853765615991215
Ia 0.22004418824340988 -18.632683539618945
Ia 0.18055853395641464 -17.347274682451076
Ia 0.25139550517116405 -18.274293166442177
Ia 0.18557792669352935 -19.179677339617548
Ia 0.16976847278414553 -19.157041532214013
Ia 0.24032461401831462 -18.230689415851188
Ia 0.27580128727197106 -18.10093343967063
Ia 0.19672634564909686 -19.103584466011057
Ia 0.1193784221562808 -18.647667283076363
Ia 0.32420391055829256 -18.636689999180955
Ia 0.18590361856559667 -18.982480429477864
Ia 0.17028096025770623 -18.693223352415657
Ia 0.14074781193841446 -18.444612372042787
Ia 0.13266264865971777 -18.57531621850261
Ia 0.14749977964805439 -17.713668234852065
Ia 0.15749190312298822 -18.36648445211018
Ia 0.277680750196863 -18.96231102737065
Ia 0.15731851745897174 -18.75548066005372
Ia 0.4098512220935504 -19.808104699325586
Ia 0.09953095989760641 -18.998071041077033
Ia 0.14022677327441002 -19.42205934305185
Ia 0.18441453794330442 -19.474961155812263
Ia 0.22521105973812539 -19.09543221638258
Ia 0.07168488845344712 -19.079990083963178
Ia 0.14008184424200465 -19.495333701450033
Ia 0.39435959508227114 -19.196693270726183
Ia 0.25479473145906084 -18.456069337457162
Ia 0.1773850355971014 -18.925232360815556
Ia 0.1666661561102778 -19.160520176657236
Ia 0.14319516518679976 -18.80911422770445
Ia 0.34810779940448455 -19.229611782925325
Ia 0.19940403701240328 -18.96483674544875
Ia 0.1199697270556328 -18.661923277653198
Ia 0.14815855093791797 -18.770678919130958
Ia 0.14612762772775056 -18.9724819217941
Ia 0.2203768051459214 -18.850403994121148
Ia 0.03795727429056939 -18.933656872688452
Ia 0.1676858739837428 -18.702162160280132
Ia 0.18314573546778945 -18.892689386453135
Ia 0.11727872218578739 -18.51783620330327
Ia 0.1513642908470807 -18.50073524294287
Ia 0.0855817351612167 -19.21638283659546
Ia 0.2904793044704057 -18.031355853991023
Ia 0.19043597563592485 -19.47664903194947
Ia 0.2564018962027994 -19.219021269862452
Ia 0.21598224281033396 -19.202201116313113
Ia 0.11691779004575409 -18.69898438903099
Ia 0.023721637115023952 -18.30803325926916
Ia 0.32475201820415833 -19.410231646129894
Ia 0.07050604851491116 -18.46485515581903
Ia 0.19190987839552065 -18.393814833801187
Ia 0.08828485212666948 -18.89828649661244
Ia-91bg 0.23625378022730104 -17.922196176043812
II 0.008183921369340652 -21.14515334067129
II 0.01372934903501033 -17.24885789609709
II 0.10301413589632347 -17.38166341336011
II 0.035457726062396944 -17.211481097143235
II 0.02054665832694269 -17.386837712089118
II 0.12865610487189727 -17.982609741168556
II 0.021788594311226817 -15.510336175519003
II 0.012703068344480428 -16.937669301828336
II 0.13350151360193863 -19.291446070302474
II 0.14373138216468107 -18.079264972550728
II 0.058816466288043046 -16.76768199010323
II 0.04514474827635695 -17.157662988633486
II 0.011294924715500088 -18.21450912293195
II 0.026003730772279354 -20.587949517614017
II 0.02170933576597278 -17.243991422793194
II 0.11249012034229722 -17.07498252857915
II 0.013898684162768404 -16.989754308469518
II 0.13143972535339543 -17.055789885079335
II 0.008394156019592813 -17.139311670712672
II 0.02072231358901888 -17.263357736393328
II 0.09377996414098178 -18.007337066683878
II 0.03652708438376351 -17.217028576176435
II 0.06350869968329675 -17.356140835333704
II 0.010042352194201243 -16.608694065251754
II 0.011834256159232837 -19.256310150782653
II 0.00782072692836877 -15.914283042453478
II 0.0063542589982095166 -16.548398424390943
II 0.008444073574096933 -17.19063385705621
II 0.013860951233976238 -16.923022686532196
II 0.021113330519227702 -17.830683553872262
II 0.05269372914233372 -17.447918814779733
II 0.05428647434373346 -17.44883377646433
II 0.3274443946661947 -18.004498654709362
II 0.01403358444402869 -13.593413022177996
II 0.014970748930672073 -17.23545426182201
II 0.008044282227835708 -15.716813772486312
II 0.007309368915944248 -16.67381467916954
II 0.040565348769577625 -19.736792055154694
II 0.028861927644253882 -17.044510561575414
II 0.03228699513858402 -18.3580704826279
II 0.09397485944968409 -18.744337603355433
II 0.05768825745260031 -17.69680333907682
II 0.13308137017318344 -17.520503496634692
II 0.08525126929254867 -17.523913379897063
II 0.016308490848246038 -16.899418462596056
II 0.038944932363030205 -17.88903769411958
II 0.15036934242874445 -17.04071523194312
II 0.011921822311673935 -16.473596339935913
II 0.08577784390710974 -16.983590052190916
II 0.022134959949646316 -17.707705944079105
II 0.10936170369527787 -18.22323026162606
II 0.04644527858601322 -17.698236997190893
II 0.04697596490143141 -17.635118743414182
II 0.24302225886952655 -18.386125839072722
II 0.14598612499996833 -17.7025392052487
II 0.09056871991897708 -17.76388338091668
II 0.054015261618424404 -16.76372479375956
II 0.0817341197131185 -17.253409471985883
II 0.012430054244312316 -17.206660533181353
II 0.036707911296286255 -16.82529750014086
Ia-91T 0.08247050953416846 -20.114082580427574
Ia-91T 0.3413191086211249 -18.73734883934595
Ia-91T 0.23023667900874223 -19.353066679779886
Ia-91T 0.1981199157819269 -18.982073854331233
Ia-91T 0.23826970411928272 -19.527771884370356
Ia-91T 0.03143568979944078 -18.769909859727097
Ia-91T 0.21037221171706832 -18.89060014776095
SLSN-I 0.10595435257783592 -21.40194443101752
IIb 0.17735537567432047 -17.41347973239665
IIb 0.04234619166807008 -17.168426871663264
IIb 0.12128815054096265 -18.12026651822495
IIb 0.09834589005636829 -17.36841589436501
IIb 0.18123265076690132 -17.16316777202054
Ic 0.23333938380996955 -17.345003607204465
Ic 0.12600333036674272 -17.127603318684333
Ic 0.025865522910574867 -18.407295003772077
Ic 0.10363456008031946 -17.466860295935085
Ic 0.1040385056547386 -17.895509415968483
Ic 0.1335512898190494 -17.333318945654945
Ic 0.08888232599839441 -18.119636356447025
Ic 0.11880813057834416 -17.427778963621158
Ic 0.23831091696257545 -18.890774712201818
Ic 0.157128293737113 -16.950646236516608
Ic 0.21136595164242777 -18.78549159099956
Ib 0.256212300398893 -18.612045363219504
