# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: PS1_w, datatype: float64}
# - {name: ATLAS_c, datatype: float64}
# - {name: ATLAS_o, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [E = 4.339649880409358e-06, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1.584893192461114e-05,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 0.01]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y PS1_w ATLAS_c ATLAS_o ukirt_J ukirt_H ukirt_K Clear
0.01 5.672 5.722 5.647 5.454 5.312 5.172 5.533 5.432 5.309 5.167 5.027 4.878 5.437 5.264 5.092 4.972 4.861 5.2 5.058 4.938 4.839 4.671 5.094 5.19 5.037 4.649 4.48 4.289 5.004
0.0102 5.668 5.718 5.643 5.45 5.307 5.168 5.529 5.427 5.305 5.163 5.023 4.874 5.433 5.26 5.088 4.967 4.857 5.196 5.054 4.934 4.835 4.666 5.09 5.186 5.033 4.645 4.475 4.285 5.0
0.0105 5.669 5.718 5.643 5.45 5.308 5.169 5.53 5.428 5.306 5.164 5.023 4.875 5.433 5.26 5.089 4.968 4.857 5.197 5.054 4.934 4.835 4.667 5.091 5.186 5.033 4.645 4.476 4.286 5.001
0.0107 5.676 5.726 5.651 5.458 5.315 5.176 5.537 5.435 5.313 5.171 5.031 4.882 5.44 5.268 5.096 4.975 4.865 5.204 5.061 4.942 4.843 4.674 5.098 5.193 5.041 4.653 4.483 4.293 5.008
0.011 5.683 5.733 5.658 5.465 5.323 5.184 5.544 5.443 5.32 5.178 5.038 4.889 5.448 5.275 5.103 4.983 4.872 5.211 5.069 4.949 4.85 4.682 5.106 5.201 5.048 4.66 4.491 4.3 5.015
0.0113 5.691 5.74 5.665 5.472 5.33 5.191 5.552 5.45 5.328 5.186 5.045 4.897 5.455 5.283 5.111 4.99 4.879 5.219 5.076 4.956 4.857 4.689 5.113 5.208 5.055 4.667 4.498 4.308 5.023
0.0115 5.698 5.748 5.673 5.48 5.337 5.198 5.559 5.458 5.335 5.193 5.053 4.904 5.463 5.29 5.118 4.997 4.887 5.226 5.084 4.964 4.865 4.697 5.12 5.216 5.063 4.675 4.505 4.315 5.03
0.0118 5.706 5.755 5.68 5.487 5.345 5.206 5.567 5.465 5.342 5.201 5.06 4.912 5.47 5.297 5.125 5.005 4.894 5.234 5.091 4.971 4.872 4.704 5.128 5.223 5.07 4.682 4.513 4.323 5.038
0.0121 5.713 5.762 5.688 5.495 5.352 5.213 5.574 5.472 5.35 5.208 5.068 4.919 5.477 5.305 5.133 5.012 4.902 5.241 5.098 4.979 4.88 4.711 5.135 5.23 5.078 4.69 4.52 4.33 5.045
0.0124 5.72 5.77 5.695 5.502 5.36 5.221 5.581 5.48 5.357 5.215 5.075 4.926 5.485 5.312 5.14 5.02 4.909 5.248 5.106 4.986 4.887 4.719 5.143 5.238 5.085 4.697 4.528 4.337 5.052
