# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: PS1_w, datatype: float64}
# - {name: ATLAS_c, datatype: float64}
# - {name: ATLAS_o, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [E = 0.0008378552168254813, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 6.30957344480193e-06,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 1.9306977288832496]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y PS1_w ATLAS_c ATLAS_o ukirt_J ukirt_H ukirt_K Clear
0.01 0.032 0.081 0.007 -0.186 -0.329 -0.468 -0.107 -0.209 -0.331 -0.473 -0.614 -0.762 -0.204 -0.376 -0.548 -0.669 -0.779 -0.44 -0.583 -0.702 -0.801 -0.97 -0.546 -0.451 -0.603 -0.991 -1.161 -1.351 -0.636
0.0102 0.107 0.156 0.081 -0.112 -0.254 -0.393 -0.032 -0.134 -0.257 -0.398 -0.539 -0.687 -0.129 -0.302 -0.474 -0.594 -0.705 -0.365 -0.508 -0.628 -0.727 -0.895 -0.471 -0.376 -0.529 -0.917 -1.086 -1.276 -0.561
0.0105 0.161 0.21 0.135 -0.058 -0.2 -0.339 0.022 -0.08 -0.202 -0.344 -0.485 -0.633 -0.075 -0.248 -0.419 -0.54 -0.651 -0.311 -0.454 -0.574 -0.673 -0.841 -0.417 -0.322 -0.475 -0.863 -1.032 -1.222 -0.507
0.0107 0.215 0.264 0.189 -0.004 -0.146 -0.285 0.076 -0.026 -0.148 -0.29 -0.431 -0.579 -0.021 -0.194 -0.365 -0.486 -0.597 -0.257 -0.4 -0.52 -0.619 -0.787 -0.363 -0.268 -0.421 -0.809 -0.978 -1.168 -0.453
0.011 0.269 0.318 0.243 0.05 -0.092 -0.231 0.13 0.028 -0.094 -0.236 -0.377 -0.525 0.033 -0.14 -0.311 -0.432 -0.543 -0.203 -0.346 -0.466 -0.565 -0.733 -0.309 -0.214 -0.367 -0.755 -0.924 -1.114 -0.399
0.0113 0.323 0.372 0.297 0.104 -0.038 -0.177 0.184 0.082 -0.04 -0.182 -0.323 -0.471 0.087 -0.085 -0.257 -0.378 -0.489 -0.149 -0.292 -0.412 -0.511 -0.679 -0.255 -0.16 -0.313 -0.701 -0.87 -1.06 -0.345
0.0115 0.377 0.426 0.351 0.158 0.016 -0.123 0.238 0.136 0.014 -0.128 -0.269 -0.417 0.141 -0.031 -0.203 -0.324 -0.435 -0.095 -0.238 -0.358 -0.457 -0.625 -0.201 -0.106 -0.259 -0.647 -0.816 -1.006 -0.291
0.0118 0.431 0.48 0.405 0.213 0.07 -0.069 0.292 0.19 0.068 -0.074 -0.215 -0.363 0.195 0.023 -0.149 -0.27 -0.381 -0.041 -0.184 -0.304 -0.403 -0.571 -0.147 -0.052 -0.205 -0.593 -0.762 -0.952 -0.237
0.0121 0.485 0.534 0.46 0.267 0.124 -0.015 0.346 0.244 0.122 -0.02 -0.161 -0.309 0.249 0.077 -0.095 -0.216 -0.327 0.013 -0.13 -0.249 -0.349 -0.517 -0.093 0.002 -0.151 -0.538 -0.708 -0.898 -0.183
0.0124 0.539 0.588 0.514 0.321 0.178 0.039 0.4 0.298 0.176 0.034 -0.107 -0.255 0.303 0.131 -0.041 -0.162 -0.272 0.067 -0.076 -0.195 -0.294 -0.463 -0.039 0.056 -0.096 -0.484 -0.654 -0.844 -0.129
