# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_w, datatype: float64}
# - {name: PS1_y, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: ATLAS_c, datatype: float64}
# - {name: ATLAS_o, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: Clear, datatype: float64}
# meta: !!omap
# - comment: [kappa = 0.5, type = rprocess, mass = 0.018176879801416274, velocity = 0.13966666666666672, theta_obs = 0.0, tfloor = 1000.0]
# schema: astropy-2.0
time PS1_g PS1_i PS1_r PS1_w PS1_y PS1_z swift_uvot_B swift_uvot_U swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_uvw2 swift_uvot_V johnson_B johnson_I johnson_R johnson_U johnson_V sdss_g sdss_i sdss_r sdss_u sdss_z ATLAS_c ATLAS_o ukirt_H ukirt_J ukirt_K Clear
0.06012024048096192 -11.826002822257333 -11.178372329246269 -11.479397133945852 -11.578750448118367 -10.746645572035884 -10.930647998966805 -11.830364803696913 -13.191616516030358 -14.03150742741261 -13.805593057780321 -14.00194616386646 -11.66243721603496 -11.837564266340323 -11.50867666053329 -11.624799280722222 -12.902009480371685 -11.66722846738251 -11.865956213017856 -11.195515888965222 -11.481590197060001 -12.15277484540751 -10.888657695437054 -11.721491882949433 -11.378191621665348 -9.741862234295374 -10.302890475163212 -9.212279998963522 -11.494504876568232
0.12024048096192384 -12.81845696697534 -12.275115062863264 -12.537419820972673 -12.61197022763497 -11.87987070283123 -12.049965818408541 -12.791907200514594 -14.06322652859778 -14.639942040126485 -14.488823073919903 -14.522050935407535 -12.691535236673054 -12.800610946753736 -12.615583561418806 -12.691402821807724 -13.791828975839053 -12.697668181924245 -12.849367327881769 -12.291292372393077 -12.539754581473943 -13.03870755361265 -12.011291021379886 -12.734748820484185 -12.450445755689774 -10.9246175352313 -11.462683482796388 -10.410837198467744 -12.532983681404612
0.18036072144288576 -13.361300880904778 -12.895141312637577 -13.128805742179033 -13.186027078600233 -12.526782149211169 -12.68664105083646 -13.311578229935776 -14.51608681314811 -14.900086003095229 -14.807649172225155 -14.721473236879245 -13.26135071582976 -13.321495473412103 -13.243128372727917 -13.28922041970052 -14.25812957958571 -13.268552218524013 -13.38548124346131 -12.91060353741095 -13.131214709092127 -13.502026570127033 -12.65042434020172 -13.293330149509668 -13.05251668594698 -11.607739485345244 -12.12908073841893 -11.105403271295485 -13.111396428912752
0.24048096192384769 -13.720761735662386 -13.31952543626242 -13.529085704055781 -13.572426276155447 -12.973753952452753 -13.125018087335008 -13.651382493468127 -14.799692323240254 -15.023639808017538 -14.982280064127096 -14.797378378504135 -13.643375990357935 -13.662388131490498 -13.673845542351739 -13.694969126301324 -14.552973737316865 -13.651527959652475 -13.73926462013431 -13.334385223573122 -13.53153615956801 -13.794300887322262 -13.090876948187393 -13.666247579118984 -13.461893917376475 -12.084983027403931 -12.59237829352111 -11.592152084523375 -13.501770693088648
0.3006012024048096 -13.970048542292748 -13.629278016572517 -13.816366319563436 -13.847360779495865 -13.304547162817641 -13.447807731913457 -13.882243263730125 -14.978292970000755 -15.055106988716375 -15.062487187246525 -14.787407515546004 -13.91356341373178 -13.894319154692493 -13.989509539767841 -13.98739422736438 -14.741966707930143 -13.92264413055903 -13.983254472480642 -13.643575455424255 -13.818837750693529 -13.980853599669825 -13.415608978986668 -13.92824393040696 -13.757742176671304 -12.443873756336997 -12.938350943018369 -11.95981981602923 -13.780665473175127
0.3607214428857715 -14.169494341713182 -13.881118272761999 -14.048709818412188 -14.069464963369285 -13.57463736964009 -13.710956835232082 -14.065638684544332 -15.11650681658045 -15.067409317691926 -15.11781121617398 -14.766140700410503 -14.131023233234103 -14.078686739598062 -14.246485876595838 -14.22423729956651 -14.889117980454689 -14.140943375864515 -14.17810542941666 -13.894927147956011 -14.051185347711979 -14.125856015649347 -13.680450119047123 -14.138839257017608 -13.997586776028417 -12.738269867165657 -13.221590810012403 -12.261776171023547 -14.00640379502697
0.42084168336673344 -14.329337041694856 -14.08894513000309 -14.238657024816685 -14.250411347878629 -13.799202073392127 -13.9291555999122 -14.210719064844508 -15.220314142534281 -15.05720918734449 -15.147583382021281 -14.727120898653808 -14.30728051160549 -14.224694376911348 -14.459029877242415 -14.418340630666464 -15.001050478921584 -14.31799812565451 -14.333737375329338 -14.1023053438124 -14.241124629443007 -14.235793913572152 -13.900206849352728 -14.309003434249643 -14.19446849055337 -12.985082759408735 -13.45820585142224 -12.515485026061073 -14.190843922369272
0.48096192384769537 -14.45793658954523 -14.262855579417408 -14.395660119725946 -14.399247348736655 -13.98894556110001 -14.112876822159155 -14.325327034379598 -15.29605365368404 -15.026431836868571 -15.155011276381334 -14.670828631832936 -14.451304361009669 -14.340210703763002 -14.637407936799793 -14.579300212528914 -15.08440728106611 -14.46280056876972 -14.458359277406707 -14.275790932209862 -14.398109831241328 -14.317244760980916 -14.085407344324992 -14.447445973213888 -14.35807808175296 -13.19583983752416 -13.659342290547263 -12.732735652483294 -14.343124538937495
0.5410821643286573 -14.562188750817153 -14.410496981862284 -14.5270876061522 -14.523157737878343 -14.15177862397492 -14.269930764378014 -14.416136538380002 -15.349746835184721 -14.979145766882812 -15.144701666673939 -14.600664300995842 -14.570255643447389 -14.431920162074249 -14.789340685326444 -14.71454617306697 -15.145342983294203 -14.582520976814147 -14.55880175470929 -14.423024313895674 -14.529510573909317 -14.376335515247067 -14.243885795986504 -14.561211336765094 -14.495886092917338 -13.37881137211271 -13.83310342818575 -12.921913540886452 -14.47046602019638
0.6012024048096192 -14.646433892254667 -14.536845788104262 -14.637679351630535 -14.626739775232362 -14.292901029822254 -14.405431998613771 -14.487297681303641 -15.384993320031981 -14.917337203133222 -15.119122239254104 -14.518115896740461 -14.668696466699124 -14.503983029929785 -14.91986694081022 -14.828871733647635 -15.187568279513208 -14.681730414441814 -14.639349853667305 -14.548976016288169 -14.640067266623351 -14.41675246123351 -14.380777277965802 -14.654769678245607 -14.61272094074836 -13.539500024936968 -13.984851765582656 -13.088617520057271 -14.577501450941082
