# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 0.08378552168254812, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 2.5118864315095824,
#     p = 2.15, theta_obs = 0.29670597283903605, xiN = 1.0, z = 0.0, type = grb, E_kiso = 193.06977288832496]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 -3.146 -3.096 -3.171 -3.364 -3.506 -3.645 -3.285 -3.386 -3.509 -3.651 -3.791 -3.94 -3.381 -3.554 -3.726 -3.846 -3.957 -3.618 -3.76 -3.88 -3.979 -4.147 -4.169 -4.338 -4.529
0.0102 -3.226 -3.176 -3.251 -3.444 -3.587 -3.726 -3.365 -3.466 -3.589 -3.731 -3.871 -4.02 -3.461 -3.634 -3.806 -3.927 -4.037 -3.698 -3.84 -3.96 -4.059 -4.227 -4.249 -4.419 -4.609
0.0105 -3.299 -3.25 -3.325 -3.518 -3.66 -3.799 -3.438 -3.54 -3.662 -3.804 -3.945 -4.093 -3.535 -3.708 -3.879 -4.0 -4.111 -3.771 -3.914 -4.034 -4.133 -4.301 -4.323 -4.492 -4.682
0.0107 -3.355 -3.305 -3.38 -3.573 -3.715 -3.855 -3.494 -3.595 -3.718 -3.86 -4.0 -4.149 -3.59 -3.763 -3.935 -4.055 -4.166 -3.827 -3.969 -4.089 -4.188 -4.356 -4.378 -4.547 -4.738
0.011 -3.41 -3.361 -3.435 -3.628 -3.771 -3.91 -3.549 -3.651 -3.773 -3.915 -4.056 -4.204 -3.646 -3.818 -3.99 -4.111 -4.221 -3.882 -4.025 -4.144 -4.243 -4.412 -4.433 -4.603 -4.793
0.0113 -3.465 -3.416 -3.491 -3.684 -3.826 -3.965 -3.604 -3.706 -3.829 -3.97 -4.111 -4.259 -3.701 -3.874 -4.045 -4.166 -4.277 -3.937 -4.08 -4.2 -4.299 -4.467 -4.489 -4.658 -4.848
0.0115 -3.521 -3.471 -3.546 -3.739 -3.881 -4.021 -3.66 -3.761 -3.884 -4.026 -4.166 -4.315 -3.756 -3.929 -4.101 -4.222 -4.332 -3.993 -4.135 -4.255 -4.354 -4.522 -4.544 -4.713 -4.904
0.0118 -3.576 -3.527 -3.601 -3.794 -3.937 -4.076 -3.715 -3.817 -3.939 -4.081 -4.222 -4.37 -3.812 -3.984 -4.156 -4.277 -4.388 -4.048 -4.191 -4.31 -4.409 -4.578 -4.599 -4.769 -4.959
0.0121 -3.631 -3.582 -3.657 -3.85 -3.992 -4.131 -3.77 -3.872 -3.995 -4.136 -4.277 -4.425 -3.867 -4.04 -4.212 -4.332 -4.443 -4.103 -4.246 -4.366 -4.465 -4.633 -4.655 -4.824 -5.014
0.0124 -3.687 -3.637 -3.712 -3.905 -4.047 -4.187 -3.826 -3.927 -4.05 -4.192 -4.332 -4.481 -3.922 -4.095 -4.267 -4.388 -4.498 -4.159 -4.301 -4.421 -4.52 -4.688 -4.71 -4.879 -5.07
0.0127 -3.742 -3.693 -3.767 -3.96 -4.103 -4.242 -3.881 -3.983 -4.105 -4.247 -4.388 -4.536 -3.978 -4.15 -4.322 -4.443 -4.554 -4.214 -4.357 -4.477 -4.576 -4.744 -4.766 -4.935 -5.125
