# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 1.164196048716035e-05, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 0.000630957344480193,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 0.02682695795279726]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 1.548 1.597 1.522 1.329 1.187 1.048 1.409 1.307 1.185 1.043 0.902 0.754 1.312 1.139 0.968 0.847 0.736 1.076 0.933 0.813 0.714 0.546 0.524 0.355 0.165
0.0102 1.531 1.58 1.506 1.313 1.17 1.031 1.392 1.29 1.168 1.026 0.885 0.737 1.295 1.123 0.951 0.83 0.719 1.059 0.916 0.796 0.697 0.529 0.507 0.338 0.148
0.0105 1.514 1.564 1.489 1.296 1.153 1.014 1.375 1.273 1.151 1.009 0.869 0.72 1.278 1.106 0.934 0.813 0.703 1.042 0.9 0.78 0.681 0.512 0.491 0.321 0.131
0.0107 1.497 1.547 1.472 1.279 1.137 0.997 1.358 1.257 1.134 0.992 0.852 0.703 1.262 1.089 0.917 0.796 0.686 1.025 0.883 0.763 0.664 0.496 0.474 0.305 0.114
0.011 1.478 1.527 1.452 1.259 1.117 0.978 1.339 1.237 1.115 0.973 0.832 0.684 1.242 1.069 0.898 0.777 0.666 1.006 0.863 0.743 0.644 0.476 0.454 0.285 0.095
0.0113 1.457 1.506 1.432 1.239 1.096 0.957 1.318 1.216 1.094 0.952 0.811 0.663 1.221 1.049 0.877 0.756 0.645 0.985 0.842 0.722 0.623 0.455 0.433 0.264 0.074
0.0115 1.436 1.486 1.411 1.218 1.075 0.936 1.297 1.195 1.073 0.931 0.791 0.642 1.2 1.028 0.856 0.735 0.625 0.964 0.821 0.702 0.603 0.434 0.413 0.243 0.053
0.0118 1.415 1.465 1.39 1.197 1.055 0.915 1.276 1.175 1.052 0.91 0.77 0.621 1.18 1.007 0.835 0.714 0.604 0.943 0.801 0.681 0.582 0.414 0.392 0.223 0.032
0.0121 1.394 1.444 1.369 1.176 1.034 0.895 1.255 1.154 1.031 0.889 0.749 0.6 1.159 0.986 0.814 0.694 0.583 0.922 0.78 0.66 0.561 0.393 0.371 0.202 0.011
0.0124 1.374 1.423 1.348 1.155 1.013 0.874 1.235 1.133 1.01 0.869 0.728 0.58 1.138 0.965 0.793 0.673 0.562 0.902 0.759 0.639 0.54 0.372 0.35 0.181 -0.009
0.0127 1.353 1.402 1.327 1.134 0.992 0.853 1.214 1.112 0.99 0.848 0.707 0.559 1.117 0.945 0.773 0.652 0.541 0.881 0.738 0.618 0.519 0.351 0.329 0.16 -0.03
0.013 1.332 1.381 1.307 1.114 0.971 0.832 1.193 1.091 0.969 0.827 0.686 0.538 1.096 0.924 0.752 0.631 0.521 0.86 0.717 0.598 0.499 0.33 0.309 0.139 -0.051
0.0133 1.311 1.361 1.286 1.093 0.95 0.811 1.172 1.07 0.948 0.806 0.666 0.517 1.075 0.903 0.731 0.61 0.5 0.839 0.697 0.577 0.478 0.309 0.288 0.118 -0.072
