# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: Clear, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [M=-17.510204081632654, dM=0.04832801721026124]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z Clear johnson_B johnson_V johnson_R johnson_I ukirt_J ukirt_H ukirt_K
0.0 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654 -17.510204081632654
0.07537688442211055 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045 -17.506561266265045
0.1507537688442211 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744 -17.50291845089744
0.22613065326633164 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983 -17.49927563552983
0.3015075376884422 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225 -17.495632820162225
0.37688442211055273 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616 -17.491990004794616
0.4522613065326633 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701 -17.48834718942701
0.5276381909547738 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594 -17.4847043740594
0.6030150753768844 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792 -17.481061558691792
0.6783919597989949 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186 -17.477418743324186
0.7537688442211055 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577 -17.473775927956577
0.829145728643216 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897 -17.47013311258897
0.9045226130653266 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362 -17.466490297221362
0.9798994974874371 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753 -17.462847481853753
1.0552763819095476 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148 -17.459204666486148
1.1306532663316582 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854 -17.45556185111854
1.2060301507537687 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933 -17.451919035750933
1.2814070351758793 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324 -17.448276220383324
1.3567839195979898 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572 -17.44463340501572
1.4321608040201004 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811 -17.44099058964811
