# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 0.011641960487160343, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 1e-06,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 26.826957952797247]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 -7.004 -6.954 -7.029 -7.222 -7.364 -7.504 -7.143 -7.244 -7.367 -7.509 -7.649 -7.798 -7.239 -7.412 -7.584 -7.705 -7.815 -7.476 -7.618 -7.738 -7.837 -8.005 -8.027 -8.196 -8.387
0.0102 -6.911 -6.862 -6.937 -7.13 -7.272 -7.411 -7.05 -7.152 -7.275 -7.416 -7.557 -7.705 -7.147 -7.32 -7.491 -7.612 -7.723 -7.383 -7.526 -7.646 -7.745 -7.913 -7.935 -8.104 -8.294
0.0105 -6.819 -6.77 -6.844 -7.037 -7.18 -7.319 -6.958 -7.06 -7.182 -7.324 -7.464 -7.613 -7.055 -7.227 -7.399 -7.52 -7.63 -7.291 -7.434 -7.553 -7.652 -7.821 -7.842 -8.012 -8.202
0.0107 -6.727 -6.677 -6.752 -6.945 -7.087 -7.226 -6.866 -6.967 -7.09 -7.232 -7.372 -7.521 -6.962 -7.135 -7.307 -7.427 -7.538 -7.199 -7.341 -7.461 -7.56 -7.728 -7.75 -7.919 -8.11
0.011 -6.634 -6.585 -6.66 -6.853 -6.995 -7.134 -6.773 -6.875 -6.997 -7.139 -7.28 -7.428 -6.87 -7.043 -7.214 -7.335 -7.446 -7.106 -7.249 -7.369 -7.468 -7.636 -7.658 -7.827 -8.017
0.0113 -6.542 -6.492 -6.567 -6.76 -6.903 -7.042 -6.681 -6.783 -6.905 -7.047 -7.187 -7.336 -6.778 -6.95 -7.122 -7.243 -7.353 -7.014 -7.156 -7.276 -7.375 -7.544 -7.565 -7.735 -7.925
0.0115 -6.449 -6.4 -6.475 -6.668 -6.81 -6.949 -6.589 -6.69 -6.813 -6.955 -7.095 -7.244 -6.685 -6.858 -7.03 -7.15 -7.261 -6.922 -7.064 -7.184 -7.283 -7.451 -7.473 -7.642 -7.833
0.0118 -6.357 -6.308 -6.383 -6.575 -6.718 -6.857 -6.496 -6.598 -6.72 -6.862 -7.003 -7.151 -6.593 -6.765 -6.937 -7.058 -7.169 -6.829 -6.972 -7.092 -7.191 -7.359 -7.381 -7.55 -7.74
0.0121 -6.265 -6.215 -6.29 -6.483 -6.626 -6.765 -6.404 -6.505 -6.628 -6.77 -6.91 -7.059 -6.5 -6.673 -6.845 -6.966 -7.076 -6.737 -6.879 -6.999 -7.098 -7.266 -7.288 -7.458 -7.648
0.0124 -6.172 -6.123 -6.198 -6.391 -6.533 -6.672 -6.311 -6.413 -6.536 -6.677 -6.818 -6.966 -6.408 -6.581 -6.753 -6.873 -6.984 -6.644 -6.787 -6.907 -7.006 -7.174 -7.196 -7.365 -7.555
